Shift: 10
kodizom 0 1 2 3 4 5 6
omiokzd 1 6 3 5 0 4 2
omiodkz 1 6 3 5 2 0 4
omiodzk 1 6 3 5 2 4 0
omiozkd 1 6 3 5 4 0 2
omiozdk 1 6 3 5 4 2 0
omzkdio 1 6 4 0 2 3 5
omzkdoi 1 6 4 0 2 5 3
omzkido 1 6 4 0 3 2 5
omzkiod 1 6 4 0 3 5 2
omzkodi 1 6 4 0 5 2 3
omzkoid 1 6 4 0 5 3 2
omzdkio 1 6 4 2 0 3 5
omzdkoi 1 6 4 2 0 5 3
omzdiko 1 6 4 2 3 0 5
omzdiok 1 6 4 2 3 5 0
omzdoki 1 6 4 2 5 0 3
omzdoik 1 6 4 2 5 3 0
omzikdo 1 6 4 3 0 2 5
omzikod 1 6 4 3 0 5 2
omzidko 1 6 4 3 2 0 5
omzidok 1 6 4 3 2 5 0
omziokd 1 6 4 3 5 0 2
omziodk 1 6 4 3 5 2 0
omzokdi 1 6 4 5 0 2 3
omzokid 1 6 4 5 0 3 2
omzodki 1 6 4 5 2 0 3
omzodik 1 6 4 5 2 3 0
omzoikd 1 6 4 5 3 0 2
omzoidk 1 6 4 5 3 2 0
omokdiz 1 6 5 0 2 3 4
omokdzi 1 6 5 0 2 4 3
omokidz 1 6 5 0 3 2 4
omokizd 1 6 5 0 3 4 2
omokzdi 1 6 5 0 4 2 3
omokzid 1 6 5 0 4 3 2
omodkiz 1 6 5 2 0 3 4
omodkzi 1 6 5 2 0 4 3
omodikz 1 6 5 2 3 0 4
omodizk 1 6 5 2 3 4 0
omodzki 1 6 5 2 4 0 3
omodzik 1 6 5 2 4 3 0
omoikdz 1 6 5 3 0 2 4
omoikzd 1 6 5 3 0 4 2
omoidkz 1 6 5 3 2 0 4
omoidzk 1 6 5 3 2 4 0
omoizkd 1 6 5 3 4 0 2
omoizdk 1 6 5 3 4 2 0
omozkdi 1 6 5 4 0 2 3
omozkid 1 6 5 4 0 3 2
omozdki 1 6 5 4 2 0 3
omozdik 1 6 5 4 2 3 0
omozikd 1 6 5 4 3 0 2
omozidk 1 6 5 4 3 2 0
dkoizom 2 0 1 3 4 5 6
dkoizmo 2 0 1 3 4 6 5
dkoiozm 2 0 1 3 5 4 6
dkoiomz 2 0 1 3 5 6 4
dkoimzo 2 0 1 3 6 4 5
dkoimoz 2 0 1 3 6 5 4
dkoziom 2 0 1 4 3 5 6
dkozimo 2 0 1 4 3 6 5
dkozoim 2 0 1 4 5 3 6
dkozomi 2 0 1 4 5 6 3
dkozmio 2 0 1 4 6 3 5
dkozmoi 2 0 1 4 6 5 3
dkooizm 2 0 1 5 3 4 6
dkooimz 2 0 1 5 3 6 4
dkoozim 2 0 1 5 4 3 6
dkoozmi 2 0 1 5 4 6 3
dkoomiz 2 0 1 5 6 3 4
dkoomzi 2 0 1 5 6 4 3
dkomizo 2 0 1 6 3 4 5
dkomioz 2 0 1 6 3 5 4
dkomzio 2 0 1 6 4 3 5
dkomzoi 2 0 1 6 4 5 3
dkomoiz 2 0 1 6 5 3 4
dkomozi 2 0 1 6 5 4 3
dkiozom 2 0 3 1 4 5 6
dkiozmo 2 0 3 1 4 6 5
dkioozm 2 0 3 1 5 4 6
dkioomz 2 0 3 1 5 6 4
dkiomzo 2 0 3 1 6 4 5
dkiomoz 2 0 3 1 6 5 4
dkizoom 2 0 3 4 1 5 6
dkizomo 2 0 3 4 1 6 5
dkizoom 2 0 3 4 5 1 6
dkizomo 2 0 3 4 5 6 1
dkizmoo 2 0 3 4 6 1 5
dkizmoo 2 0 3 4 6 5 1
dkioozm 2 0 3 5 1 4 6
dkioomz 2 0 3 5 1 6 4
dkiozom 2 0 3 5 4 1 6
dkiozmo 2 0 3 5 4 6 1
dkiomoz 2 0 3 5 6 1 4
dkiomzo 2 0 3 5 6 4 1
dkimozo 2 0 3 6 1 4 5
dkimooz 2 0 3 6 1 5 4
dkimzoo 2 0 3 6 4 1 5
dkimzoo 2 0 3 6 4 5 1
dkimooz 2 0 3 6 5 1 4
dkimozo 2 0 3 6 5 4 1
dkzoiom 2 0 4 1 3 5 6
dkzoimo 2 0 4 1 3 6 5
dkzooim 2 0 4 1 5 3 6
dkzoomi 2 0 4 1 5 6 3
dkzomio 2 0 4 1 6 3 5
dkzomoi 2 0 4 1 6 5 3
dkzioom 2 0 4 3 1 5 6
dkziomo 2 0 4 3 1 6 5
dkzioom 2 0 4 3 5 1 6
dkziomo 2 0 4 3 5 6 1
dkzimoo 2 0 4 3 6 1 5
dkzimoo 2 0 4 3 6 5 1
dkzooim 2 0 4 5 1 3 6
dkzoomi 2 0 4 5 1 6 3
dkzoiom 2 0 4 5 3 1 6
dkzoimo 2 0 4 5 3 6 1
dkzomoi 2 0 4 5 6 1 3
dkzomio 2 0 4 5 6 3 1
dkzmoio 2 0 4 6 1 3 5
dkzmooi 2 0 4 6 1 5 3
dkzmioo 2 0 4 6 3 1 5
dkzmioo 2 0 4 6 3 5 1
dkzmooi 2 0 4 6 5 1 3
dkzmoio 2 0 4 6 5 3 1
dkooizm 2 0 5 1 3 4 6
dkooimz 2 0 5 1 3 6 4
dkoozim 2 0 5 1 4 3 6
dkoozmi 2 0 5 1 4 6 3
dkoomiz 2 0 5 1 6 3 4
dkoomzi 2 0 5 1 6 4 3
dkoiozm 2 0 5 3 1 4 6
dkoiomz 2 0 5 3 1 6 4
dkoizom 2 0 5 3 4 1 6
dkoizmo 2 0 5 3 4 6 1
dkoimoz 2 0 5 3 6 1 4
dkoimzo 2 0 5 3 6 4 1
dkozoim 2 0 5 4 1 3 6
dkozomi 2 0 5 4 1 6 3
dkoziom 2 0 5 4 3 1 6
dkozimo 2 0 5 4 3 6 1
dkozmoi 2 0 5 4 6 1 3
dkozmio 2 0 5 4 6 3 1
dkomoiz 2 0 5 6 1 3 4
dkomozi 2 0 5 6 1 4 3
dkomioz 2 0 5 6 3 1 4
dkomizo 2 0 5 6 3 4 1
dkomzoi 2 0 5 6 4 1 3
dkomzio 2 0 5 6 4 3 1
dkmoizo 2 0 6 1 3 4 5
dkmoioz 2 0 6 1 3 5 4
dkmozio 2 0 6 1 4 3 5
dkmozoi 2 0 6 1 4 5 3
dkmooiz 2 0 6 1 5 3 4
dkmoozi 2 0 6 1 5 4 3
dkmiozo 2 0 6 3 1 4 5
dkmiooz 2 0 6 3 1 5 4
dkmizoo 2 0 6 3 4 1 5
dkmizoo 2 0 6 3 4 5 1
dkmiooz 2 0 6 3 5 1 4
dkmiozo 2 0 6 3 5 4 1
dkmzoio 2 0 6 4 1 3 5
dkmzooi 2 0 6 4 1 5 3
dkmzioo 2 0 6 4 3 1 5
dkmzioo 2 0 6 4 3 5 1
dkmzooi 2 0 6 4 5 1 3
dkmzoio 2 0 6 4 5 3 1
dkmooiz 2 0 6 5 1 3 4
dkmoozi 2 0 6 5 1 4 3
dkmoioz 2 0 6 5 3 1 4
dkmoizo 2 0 6 5 3 4 1
dkmozoi 2 0 6 5 4 1 3
dkmozio 2 0 6 5 4 3 1
dokizom 2 1 0 3 4 5 6
dokizmo 2 1 0 3 4 6 5
dokiozm 2 1 0 3 5 4 6
dokiomz 2 1 0 3 5 6 4
dokimzo 2 1 0 3 6 4 5
dokimoz 2 1 0 3 6 5 4
dokziom 2 1 0 4 3 5 6
dokzimo 2 1 0 4 3 6 5
dokzoim 2 1 0 4 5 3 6
dokzomi 2 1 0 4 5 6 3
dokzmio 2 1 0 4 6 3 5
dokzmoi 2 1 0 4 6 5 3
dokoizm 2 1 0 5 3 4 6
dokoimz 2 1 0 5 3 6 4
dokozim 2 1 0 5 4 3 6
dokozmi 2 1 0 5 4 6 3
dokomiz 2 1 0 5 6 3 4
dokomzi 2 1 0 5 6 4 3
dokmizo 2 1 0 6 3 4 5
dokmioz 2 1 0 6 3 5 4
dokmzio 2 1 0 6 4 3 5
dokmzoi 2 1 0 6 4 5 3
dokmoiz 2 1 0 6 5 3 4
dokmozi 2 1 0 6 5 4 3
doikzom 2 1 3 0 4 5 6
doikzmo 2 1 3 0 4 6 5
doikozm 2 1 3 0 5 4 6
doikomz 2 1 3 0 5 6 4
doikmzo 2 1 3 0 6 4 5
doikmoz 2 1 3 0 6 5 4
doizkom 2 1 3 4 0 5 6
doizkmo 2 1 3 4 0 6 5
doizokm 2 1 3 4 5 0 6
doizomk 2 1 3 4 5 6 0
doizmko 2 1 3 4 6 0 5
doizmok 2 1 3 4 6 5 0
doiokzm 2 1 3 5 0 4 6
doiokmz 2 1 3 5 0 6 4
doiozkm 2 1 3 5 4 0 6
doiozmk 2 1 3 5 4 6 0
doiomkz 2 1 3 5 6 0 4
doiomzk 2 1 3 5 6 4 0
doimkzo 2 1 3 6 0 4 5
doimkoz 2 1 3 6 0 5 4
doimzko 2 1 3 6 4 0 5
doimzok 2 1 3 6 4 5 0
doimokz 2 1 3 6 5 0 4
doimozk 2 1 3 6 5 4 0
dozkiom 2 1 4 0 3 5 6
dozkimo 2 1 4 0 3 6 5
dozkoim 2 1 4 0 5 3 6
dozkomi 2 1 4 0 5 6 3
dozkmio 2 1 4 0 6 3 5
dozkmoi 2 1 4 0 6 5 3
dozikom 2 1 4 3 0 5 6
dozikmo 2 1 4 3 0 6 5
doziokm 2 1 4 3 5 0 6
doziomk 2 1 4 3 5 6 0
dozimko 2 1 4 3 6 0 5
dozimok 2 1 4 3 6 5 0
dozokim 2 1 4 5 0 3 6
dozokmi 2 1 4 5 0 6 3
dozoikm 2 1 4 5 3 0 6
dozoimk 2 1 4 5 3 6 0
dozomki 2 1 4 5 6 0 3
dozomik 2 1 4 5 6 3 0
dozmkio 2 1 4 6 0 3 5
dozmkoi 2 1 4 6 0 5 3
dozmiko 2 1 4 6 3 0 5
dozmiok 2 1 4 6 3 5 0
dozmoki 2 1 4 6 5 0 3
dozmoik 2 1 4 6 5 3 0
dookizm 2 1 5 0 3 4 6
dookimz 2 1 5 0 3 6 4
dookzim 2 1 5 0 4 3 6
dookzmi 2 1 5 0 4 6 3
dookmiz 2 1 5 0 6 3 4
dookmzi 2 1 5 0 6 4 3
dooikzm 2 1 5 3 0 4 6
dooikmz 2 1 5 3 0 6 4
dooizkm 2 1 5 3 4 0 6
dooizmk 2 1 5 3 4 6 0
dooimkz 2 1 5 3 6 0 4
dooimzk 2 1 5 3 6 4 0
doozkim 2 1 5 4 0 3 6
doozkmi 2 1 5 4 0 6 3
doozikm 2 1 5 4 3 0 6
doozimk 2 1 5 4 3 6 0
doozmki 2 1 5 4 6 0 3
doozmik 2 1 5 4 6 3 0
doomkiz 2 1 5 6 0 3 4
doomkzi 2 1 5 6 0 4 3
doomikz 2 1 5 6 3 0 4
doomizk 2 1 5 6 3 4 0
doomzki 2 1 5 6 4 0 3
doomzik 2 1 5 6 4 3 0
domkizo 2 1 6 0 3 4 5
domkioz 2 1 6 0 3 5 4
domkzio 2 1 6 0 4 3 5
domkzoi 2 1 6 0 4 5 3
domkoiz 2 1 6 0 5 3 4
domkozi 2 1 6 0 5 4 3
domikzo 2 1 6 3 0 4 5
domikoz 2 1 6 3 0 5 4
domizko 2 1 6 3 4 0 5
domizok 2 1 6 3 4 5 0
domiokz 2 1 6 3 5 0 4
domiozk 2 1 6 3 5 4 0
domzkio 2 1 6 4 0 3 5
domzkoi 2 1 6 4 0 5 3
domziko 2 1 6 4 3 0 5
domziok 2 1 6 4 3 5 0
domzoki 2 1 6 4 5 0 3
domzoik 2 1 6 4 5 3 0
domokiz 2 1 6 5 0 3 4
domokzi 2 1 6 5 0 4 3
domoikz 2 1 6 5 3 0 4
domoizk 2 1 6 5 3 4 0
domozki 2 1 6 5 4 0 3
domozik 2 1 6 5 4 3 0
dikozom 2 3 0 1 4 5 6
dikozmo 2 3 0 1 4 6 5
dikoozm 2 3 0 1 5 4 6
dikoomz 2 3 0 1 5 6 4
dikomzo 2 3 0 1 6 4 5
dikomoz 2 3 0 1 6 5 4
dikzoom 2 3 0 4 1 5 6
dikzomo 2 3 0 4 1 6 5
dikzoom 2 3 0 4 5 1 6
dikzomo 2 3 0 4 5 6 1
dikzmoo 2 3 0 4 6 1 5
dikzmoo 2 3 0 4 6 5 1
dikoozm 2 3 0 5 1 4 6
dikoomz 2 3 0 5 1 6 4
dikozom 2 3 0 5 4 1 6
dikozmo 2 3 0 5 4 6 1
dikomoz 2 3 0 5 6 1 4
dikomzo 2 3 0 5 6 4 1
dikmozo 2 3 0 6 1 4 5
dikmooz 2 3 0 6 1 5 4
dikmzoo 2 3 0 6 4 1 5
dikmzoo 2 3 0 6 4 5 1
dikmooz 2 3 0 6 5 1 4
dikmozo 2 3 0 6 5 4 1
diokzom 2 3 1 0 4 5 6
diokzmo 2 3 1 0 4 6 5
diokozm 2 3 1 0 5 4 6
diokomz 2 3 1 0 5 6 4
diokmzo 2 3 1 0 6 4 5
diokmoz 2 3 1 0 6 5 4
diozkom 2 3 1 4 0 5 6
diozkmo 2 3 1 4 0 6 5
diozokm 2 3 1 4 5 0 6
diozomk 2 3 1 4 5 6 0
diozmko 2 3 1 4 6 0 5
diozmok 2 3 1 4 6 5 0
diookzm 2 3 1 5 0 4 6
diookmz 2 3 1 5 0 6 4
dioozkm 2 3 1 5 4 0 6
dioozmk 2 3 1 5 4 6 0
dioomkz 2 3 1 5 6 0 4
dioomzk 2 3 1 5 6 4 0
diomkzo 2 3 1 6 0 4 5
diomkoz 2 3 1 6 0 5 4
diomzko 2 3 1 6 4 0 5
diomzok 2 3 1 6 4 5 0
diomokz 2 3 1 6 5 0 4
diomozk 2 3 1 6 5 4 0
dizkoom 2 3 4 0 1 5 6
dizkomo 2 3 4 0 1 6 5
dizkoom 2 3 4 0 5 1 6
dizkomo 2 3 4 0 5 6 1
dizkmoo 2 3 4 0 6 1 5
dizkmoo 2 3 4 0 6 5 1
dizokom 2 3 4 1 0 5 6
dizokmo 2 3 4 1 0 6 5
dizookm 2 3 4 1 5 0 6
dizoomk 2 3 4 1 5 6 0
dizomko 2 3 4 1 6 0 5
dizomok 2 3 4 1 6 5 0
dizokom 2 3 4 5 0 1 6
dizokmo 2 3 4 5 0 6 1
dizookm 2 3 4 5 1 0 6
dizoomk 2 3 4 5 1 6 0
dizomko 2 3 4 5 6 0 1
dizomok 2 3 4 5 6 1 0
dizmkoo 2 3 4 6 0 1 5
dizmkoo 2 3 4 6 0 5 1
dizmoko 2 3 4 6 1 0 5
dizmook 2 3 4 6 1 5 0
dizmoko 2 3 4 6 5 0 1
dizmook 2 3 4 6 5 1 0
diokozm 2 3 5 0 1 4 6
diokomz 2 3 5 0 1 6 4
diokzom 2 3 5 0 4 1 6
diokzmo 2 3 5 0 4 6 1
diokmoz 2 3 5 0 6 1 4
diokmzo 2 3 5 0 6 4 1
diookzm 2 3 5 1 0 4 6
diookmz 2 3 5 1 0 6 4
dioozkm 2 3 5 1 4 0 6
dioozmk 2 3 5 1 4 6 0
dioomkz 2 3 5 1 6 0 4
dioomzk 2 3 5 1 6 4 0
diozkom 2 3 5 4 0 1 6
diozkmo 2 3 5 4 0 6 1
diozokm 2 3 5 4 1 0 6
diozomk 2 3 5 4 1 6 0
diozmko 2 3 5 4 6 0 1
diozmok 2 3 5 4 6 1 0
diomkoz 2 3 5 6 0 1 4
diomkzo 2 3 5 6 0 4 1
diomokz 2 3 5 6 1 0 4
diomozk 2 3 5 6 1 4 0
diomzko 2 3 5 6 4 0 1
diomzok 2 3 5 6 4 1 0
dimkozo 2 3 6 0 1 4 5
dimkooz 2 3 6 0 1 5 4
dimkzoo 2 3 6 0 4 1 5
dimkzoo 2 3 6 0 4 5 1
dimkooz 2 3 6 0 5 1 4
dimkozo 2 3 6 0 5 4 1
dimokzo 2 3 6 1 0 4 5
dimokoz 2 3 6 1 0 5 4
dimozko 2 3 6 1 4 0 5
dimozok 2 3 6 1 4 5 0
dimookz 2 3 6 1 5 0 4
dimoozk 2 3 6 1 5 4 0
dimzkoo 2 3 6 4 0 1 5
dimzkoo 2 3 6 4 0 5 1
dimzoko 2 3 6 4 1 0 5
dimzook 2 3 6 4 1 5 0
dimzoko 2 3 6 4 5 0 1
dimzook 2 3 6 4 5 1 0
dimokoz 2 3 6 5 0 1 4
dimokzo 2 3 6 5 0 4 1
dimookz 2 3 6 5 1 0 4
dimoozk 2 3 6 5 1 4 0
dimozko 2 3 6 5 4 0 1
dimozok 2 3 6 5 4 1 0
dzkoiom 2 4 0 1 3 5 6
dzkoimo 2 4 0 1 3 6 5
dzkooim 2 4 0 1 5 3 6
dzkoomi 2 4 0 1 5 6 3
dzkomio 2 4 0 1 6 3 5
dzkomoi 2 4 0 1 6 5 3
dzkioom 2 4 0 3 1 5 6
dzkiomo 2 4 0 3 1 6 5
dzkioom 2 4 0 3 5 1 6
dzkiomo 2 4 0 3 5 6 1
dzkimoo 2 4 0 3 6 1 5
dzkimoo 2 4 0 3 6 5 1
dzkooim 2 4 0 5 1 3 6
dzkoomi 2 4 0 5 1 6 3
dzkoiom 2 4 0 5 3 1 6
dzkoimo 2 4 0 5 3 6 1
dzkomoi 2 4 0 5 6 1 3
dzkomio 2 4 0 5 6 3 1
dzkmoio 2 4 0 6 1 3 5
dzkmooi 2 4 0 6 1 5 3
dzkmioo 2 4 0 6 3 1 5
dzkmioo 2 4 0 6 3 5 1
dzkmooi 2 4 0 6 5 1 3
dzkmoio 2 4 0 6 5 3 1
dzokiom 2 4 1 0 3 5 6
dzokimo 2 4 1 0 3 6 5
dzokoim 2 4 1 0 5 3 6
dzokomi 2 4 1 0 5 6 3
dzokmio 2 4 1 0 6 3 5
dzokmoi 2 4 1 0 6 5 3
dzoikom 2 4 1 3 0 5 6
dzoikmo 2 4 1 3 0 6 5
dzoiokm 2 4 1 3 5 0 6
dzoiomk 2 4 1 3 5 6 0
dzoimko 2 4 1 3 6 0 5
dzoimok 2 4 1 3 6 5 0
dzookim 2 4 1 5 0 3 6
dzookmi 2 4 1 5 0 6 3
dzooikm 2 4 1 5 3 0 6
dzooimk 2 4 1 5 3 6 0
dzoomki 2 4 1 5 6 0 3
dzoomik 2 4 1 5 6 3 0
dzomkio 2 4 1 6 0 3 5
dzomkoi 2 4 1 6 0 5 3
dzomiko 2 4 1 6 3 0 5
dzomiok 2 4 1 6 3 5 0
dzomoki 2 4 1 6 5 0 3
dzomoik 2 4 1 6 5 3 0
dzikoom 2 4 3 0 1 5 6
dzikomo 2 4 3 0 1 6 5
dzikoom 2 4 3 0 5 1 6
dzikomo 2 4 3 0 5 6 1
dzikmoo 2 4 3 0 6 1 5
dzikmoo 2 4 3 0 6 5 1
dziokom 2 4 3 1 0 5 6
dziokmo 2 4 3 1 0 6 5
dziookm 2 4 3 1 5 0 6
dzioomk 2 4 3 1 5 6 0
dziomko 2 4 3 1 6 0 5
dziomok 2 4 3 1 6 5 0
dziokom 2 4 3 5 0 1 6
dziokmo 2 4 3 5 0 6 1
dziookm 2 4 3 5 1 0 6
dzioomk 2 4 3 5 1 6 0
dziomko 2 4 3 5 6 0 1
dziomok 2 4 3 5 6 1 0
dzimkoo 2 4 3 6 0 1 5
dzimkoo 2 4 3 6 0 5 1
dzimoko 2 4 3 6 1 0 5
dzimook 2 4 3 6 1 5 0
dzimoko 2 4 3 6 5 0 1
dzimook 2 4 3 6 5 1 0
dzokoim 2 4 5 0 1 3 6
dzokomi 2 4 5 0 1 6 3
dzokiom 2 4 5 0 3 1 6
dzokimo 2 4 5 0 3 6 1
dzokmoi 2 4 5 0 6 1 3
dzokmio 2 4 5 0 6 3 1
dzookim 2 4 5 1 0 3 6
dzookmi 2 4 5 1 0 6 3
dzooikm 2 4 5 1 3 0 6
dzooimk 2 4 5 1 3 6 0
dzoomki 2 4 5 1 6 0 3
dzoomik 2 4 5 1 6 3 0
dzoikom 2 4 5 3 0 1 6
dzoikmo 2 4 5 3 0 6 1
dzoiokm 2 4 5 3 1 0 6
dzoiomk 2 4 5 3 1 6 0
dzoimko 2 4 5 3 6 0 1
dzoimok 2 4 5 3 6 1 0
dzomkoi 2 4 5 6 0 1 3
dzomkio 2 4 5 6 0 3 1
dzomoki 2 4 5 6 1 0 3
dzomoik 2 4 5 6 1 3 0
dzomiko 2 4 5 6 3 0 1
dzomiok 2 4 5 6 3 1 0
dzmkoio 2 4 6 0 1 3 5
dzmkooi 2 4 6 0 1 5 3
dzmkioo 2 4 6 0 3 1 5
dzmkioo 2 4 6 0 3 5 1
dzmkooi 2 4 6 0 5 1 3
dzmkoio 2 4 6 0 5 3 1
dzmokio 2 4 6 1 0 3 5
dzmokoi 2 4 6 1 0 5 3
dzmoiko 2 4 6 1 3 0 5
dzmoiok 2 4 6 1 3 5 0
dzmooki 2 4 6 1 5 0 3
dzmooik 2 4 6 1 5 3 0
dzmikoo 2 4 6 3 0 1 5
dzmikoo 2 4 6 3 0 5 1
dzmioko 2 4 6 3 1 0 5
dzmiook 2 4 6 3 1 5 0
dzmioko 2 4 6 3 5 0 1
dzmiook 2 4 6 3 5 1 0
dzmokoi 2 4 6 5 0 1 3
dzmokio 2 4 6 5 0 3 1
dzmooki 2 4 6 5 1 0 3
dzmooik 2 4 6 5 1 3 0
dzmoiko 2 4 6 5 3 0 1
dzmoiok 2 4 6 5 3 1 0
dokoizm 2 5 0 1 3 4 6
dokoimz 2 5 0 1 3 6 4
dokozim 2 5 0 1 4 3 6
dokozmi 2 5 0 1 4 6 3
dokomiz 2 5 0 1 6 3 4
dokomzi 2 5 0 1 6 4 3
dokiozm 2 5 0 3 1 4 6
dokiomz 2 5 0 3 1 6 4
dokizom 2 5 0 3 4 1 6
dokizmo 2 5 0 3 4 6 1
dokimoz 2 5 0 3 6 1 4
dokimzo 2 5 0 3 6 4 1
dokzoim 2 5 0 4 1 3 6
dokzomi 2 5 0 4 1 6 3
dokziom 2 5 0 4 3 1 6
dokzimo 2 5 0 4 3 6 1
dokzmoi 2 5 0 4 6 1 3
dokzmio 2 5 0 4 6 3 1
dokmoiz 2 5 0 6 1 3 4
dokmozi 2 5 0 6 1 4 3
dokmioz 2 5 0 6 3 1 4
dokmizo 2 5 0 6 3 4 1
dokmzoi 2 5 0 6 4 1 3
dokmzio 2 5 0 6 4 3 1
dookizm 2 5 1 0 3 4 6
dookimz 2 5 1 0 3 6 4
dookzim 2 5 1 0 4 3 6
dookzmi 2 5 1 0 4 6 3
dookmiz 2 5 1 0 6 3 4
dookmzi 2 5 1 0 6 4 3
dooikzm 2 5 1 3 0 4 6
dooikmz 2 5 1 3 0 6 4
dooizkm 2 5 1 3 4 0 6
dooizmk 2 5 1 3 4 6 0
dooimkz 2 5 1 3 6 0 4
dooimzk 2 5 1 3 6 4 0
doozkim 2 5 1 4 0 3 6
doozkmi 2 5 1 4 0 6 3
doozikm 2 5 1 4 3 0 6
doozimk 2 5 1 4 3 6 0
doozmki 2 5 1 4 6 0 3
doozmik 2 5 1 4 6 3 0
doomkiz 2 5 1 6 0 3 4
doomkzi 2 5 1 6 0 4 3
doomikz 2 5 1 6 3 0 4
doomizk 2 5 1 6 3 4 0
doomzki 2 5 1 6 4 0 3
doomzik 2 5 1 6 4 3 0
doikozm 2 5 3 0 1 4 6
doikomz 2 5 3 0 1 6 4
doikzom 2 5 3 0 4 1 6
doikzmo 2 5 3 0 4 6 1
doikmoz 2 5 3 0 6 1 4
doikmzo 2 5 3 0 6 4 1
doiokzm 2 5 3 1 0 4 6
doiokmz 2 5 3 1 0 6 4
doiozkm 2 5 3 1 4 0 6
doiozmk 2 5 3 1 4 6 0
doiomkz 2 5 3 1 6 0 4
doiomzk 2 5 3 1 6 4 0
doizkom 2 5 3 4 0 1 6
doizkmo 2 5 3 4 0 6 1
doizokm 2 5 3 4 1 0 6
doizomk 2 5 3 4 1 6 0
doizmko 2 5 3 4 6 0 1
doizmok 2 5 3 4 6 1 0
doimkoz 2 5 3 6 0 1 4
doimkzo 2 5 3 6 0 4 1
doimokz 2 5 3 6 1 0 4
doimozk 2 5 3 6 1 4 0
doimzko 2 5 3 6 4 0 1
doimzok 2 5 3 6 4 1 0
dozkoim 2 5 4 0 1 3 6
dozkomi 2 5 4 0 1 6 3
dozkiom 2 5 4 0 3 1 6
dozkimo 2 5 4 0 3 6 1
dozkmoi 2 5 4 0 6 1 3
dozkmio 2 5 4 0 6 3 1
dozokim 2 5 4 1 0 3 6
dozokmi 2 5 4 1 0 6 3
dozoikm 2 5 4 1 3 0 6
dozoimk 2 5 4 1 3 6 0
dozomki 2 5 4 1 6 0 3
dozomik 2 5 4 1 6 3 0
dozikom 2 5 4 3 0 1 6
dozikmo 2 5 4 3 0 6 1
doziokm 2 5 4 3 1 0 6
doziomk 2 5 4 3 1 6 0
dozimko 2 5 4 3 6 0 1
dozimok 2 5 4 3 6 1 0
dozmkoi 2 5 4 6 0 1 3
dozmkio 2 5 4 6 0 3 1
dozmoki 2 5 4 6 1 0 3
dozmoik 2 5 4 6 1 3 0
dozmiko 2 5 4 6 3 0 1
dozmiok 2 5 4 6 3 1 0
domkoiz 2 5 6 0 1 3 4
domkozi 2 5 6 0 1 4 3
domkioz 2 5 6 0 3 1 4
domkizo 2 5 6 0 3 4 1
domkzoi 2 5 6 0 4 1 3
domkzio 2 5 6 0 4 3 1
domokiz 2 5 6 1 0 3 4
domokzi 2 5 6 1 0 4 3
domoikz 2 5 6 1 3 0 4
domoizk 2 5 6 1 3 4 0
domozki 2 5 6 1 4 0 3
domozik 2 5 6 1 4 3 0
domikoz 2 5 6 3 0 1 4
domikzo 2 5 6 3 0 4 1
domiokz 2 5 6 3 1 0 4
domiozk 2 5 6 3 1 4 0
domizko 2 5 6 3 4 0 1
domizok 2 5 6 3 4 1 0
domzkoi 2 5 6 4 0 1 3
domzkio 2 5 6 4 0 3 1
domzoki 2 5 6 4 1 0 3
domzoik 2 5 6 4 1 3 0
domziko 2 5 6 4 3 0 1
domziok 2 5 6 4 3 1 0
dmkoizo 2 6 0 1 3 4 5
dmkoioz 2 6 0 1 3 5 4
dmkozio 2 6 0 1 4 3 5
dmkozoi 2 6 0 1 4 5 3
dmkooiz 2 6 0 1 5 3 4
dmkoozi 2 6 0 1 5 4 3
dmkiozo 2 6 0 3 1 4 5
dmkiooz 2 6 0 3 1 5 4
dmkizoo 2 6 0 3 4 1 5
dmkizoo 2 6 0 3 4 5 1
dmkiooz 2 6 0 3 5 1 4
dmkiozo 2 6 0 3 5 4 1
dmkzoio 2 6 0 4 1 3 5
dmkzooi 2 6 0 4 1 5 3
dmkzioo 2 6 0 4 3 1 5
dmkzioo 2 6 0 4 3 5 1
dmkzooi 2 6 0 4 5 1 3
dmkzoio 2 6 0 4 5 3 1
dmkooiz 2 6 0 5 1 3 4
dmkoozi 2 6 0 5 1 4 3
dmkoioz 2 6 0 5 3 1 4
dmkoizo 2 6 0 5 3 4 1
dmkozoi 2 6 0 5 4 1 3
dmkozio 2 6 0 5 4 3 1
dmokizo 2 6 1 0 3 4 5
dmokioz 2 6 1 0 3 5 4
dmokzio 2 6 1 0 4 3 5
dmokzoi 2 6 1 0 4 5 3
dmokoiz 2 6 1 0 5 3 4
dmokozi 2 6 1 0 5 4 3
dmoikzo 2 6 1 3 0 4 5
dmoikoz 2 6 1 3 0 5 4
dmoizko 2 6 1 3 4 0 5
dmoizok 2 6 1 3 4 5 0
dmoiokz 2 6 1 3 5 0 4
dmoiozk 2 6 1 3 5 4 0
dmozkio 2 6 1 4 0 3 5
dmozkoi 2 6 1 4 0 5 3
dmoziko 2 6 1 4 3 0 5
dmoziok 2 6 1 4 3 5 0
dmozoki 2 6 1 4 5 0 3
dmozoik 2 6 1 4 5 3 0
dmookiz 2 6 1 5 0 3 4
dmookzi 2 6 1 5 0 4 3
dmooikz 2 6 1 5 3 0 4
dmooizk 2 6 1 5 3 4 0
dmoozki 2 6 1 5 4 0 3
