Shift: 0
aetypec 0 1 2 3 4 5 6
ecetyap 1 6 5 2 3 0 4
ecetypa 1 6 5 2 3 4 0
ecetpay 1 6 5 2 4 0 3
ecetpya 1 6 5 2 4 3 0
eceyatp 1 6 5 3 0 2 4
eceyapt 1 6 5 3 0 4 2
eceytap 1 6 5 3 2 0 4
eceytpa 1 6 5 3 2 4 0
eceypat 1 6 5 3 4 0 2
eceypta 1 6 5 3 4 2 0
ecepaty 1 6 5 4 0 2 3
ecepayt 1 6 5 4 0 3 2
eceptay 1 6 5 4 2 0 3
eceptya 1 6 5 4 2 3 0
ecepyat 1 6 5 4 3 0 2
ecepyta 1 6 5 4 3 2 0
taeypec 2 0 1 3 4 5 6
taeypce 2 0 1 3 4 6 5
taeyepc 2 0 1 3 5 4 6
taeyecp 2 0 1 3 5 6 4
taeycpe 2 0 1 3 6 4 5
taeycep 2 0 1 3 6 5 4
taepyec 2 0 1 4 3 5 6
taepyce 2 0 1 4 3 6 5
taepeyc 2 0 1 4 5 3 6
taepecy 2 0 1 4 5 6 3
taepcye 2 0 1 4 6 3 5
taepcey 2 0 1 4 6 5 3
taeeypc 2 0 1 5 3 4 6
taeeycp 2 0 1 5 3 6 4
taeepyc 2 0 1 5 4 3 6
taeepcy 2 0 1 5 4 6 3
taeecyp 2 0 1 5 6 3 4
taeecpy 2 0 1 5 6 4 3
taecype 2 0 1 6 3 4 5
taecyep 2 0 1 6 3 5 4
taecpye 2 0 1 6 4 3 5
taecpey 2 0 1 6 4 5 3
taeceyp 2 0 1 6 5 3 4
taecepy 2 0 1 6 5 4 3
tayepec 2 0 3 1 4 5 6
tayepce 2 0 3 1 4 6 5
tayeepc 2 0 3 1 5 4 6
tayeecp 2 0 3 1 5 6 4
tayecpe 2 0 3 1 6 4 5
tayecep 2 0 3 1 6 5 4
taypeec 2 0 3 4 1 5 6
taypece 2 0 3 4 1 6 5
taypeec 2 0 3 4 5 1 6
taypece 2 0 3 4 5 6 1
taypcee 2 0 3 4 6 1 5
taypcee 2 0 3 4 6 5 1
tayeepc 2 0 3 5 1 4 6
tayeecp 2 0 3 5 1 6 4
tayepec 2 0 3 5 4 1 6
tayepce 2 0 3 5 4 6 1
tayecep 2 0 3 5 6 1 4
tayecpe 2 0 3 5 6 4 1
taycepe 2 0 3 6 1 4 5
tayceep 2 0 3 6 1 5 4
taycpee 2 0 3 6 4 1 5
taycpee 2 0 3 6 4 5 1
tayceep 2 0 3 6 5 1 4
taycepe 2 0 3 6 5 4 1
tapeyec 2 0 4 1 3 5 6
tapeyce 2 0 4 1 3 6 5
tapeeyc 2 0 4 1 5 3 6
tapeecy 2 0 4 1 5 6 3
tapecye 2 0 4 1 6 3 5
tapecey 2 0 4 1 6 5 3
tapyeec 2 0 4 3 1 5 6
tapyece 2 0 4 3 1 6 5
tapyeec 2 0 4 3 5 1 6
tapyece 2 0 4 3 5 6 1
tapycee 2 0 4 3 6 1 5
tapycee 2 0 4 3 6 5 1
tapeeyc 2 0 4 5 1 3 6
tapeecy 2 0 4 5 1 6 3
tapeyec 2 0 4 5 3 1 6
tapeyce 2 0 4 5 3 6 1
tapecey 2 0 4 5 6 1 3
tapecye 2 0 4 5 6 3 1
tapceye 2 0 4 6 1 3 5
tapceey 2 0 4 6 1 5 3
tapcyee 2 0 4 6 3 1 5
tapcyee 2 0 4 6 3 5 1
tapceey 2 0 4 6 5 1 3
tapceye 2 0 4 6 5 3 1
taeeypc 2 0 5 1 3 4 6
taeeycp 2 0 5 1 3 6 4
taeepyc 2 0 5 1 4 3 6
taeepcy 2 0 5 1 4 6 3
taeecyp 2 0 5 1 6 3 4
taeecpy 2 0 5 1 6 4 3
taeyepc 2 0 5 3 1 4 6
taeyecp 2 0 5 3 1 6 4
taeypec 2 0 5 3 4 1 6
taeypce 2 0 5 3 4 6 1
taeycep 2 0 5 3 6 1 4
taeycpe 2 0 5 3 6 4 1
taepeyc 2 0 5 4 1 3 6
taepecy 2 0 5 4 1 6 3
taepyec 2 0 5 4 3 1 6
taepyce 2 0 5 4 3 6 1
taepcey 2 0 5 4 6 1 3
taepcye 2 0 5 4 6 3 1
taeceyp 2 0 5 6 1 3 4
taecepy 2 0 5 6 1 4 3
taecyep 2 0 5 6 3 1 4
taecype 2 0 5 6 3 4 1
taecpey 2 0 5 6 4 1 3
taecpye 2 0 5 6 4 3 1
taceype 2 0 6 1 3 4 5
taceyep 2 0 6 1 3 5 4
tacepye 2 0 6 1 4 3 5
tacepey 2 0 6 1 4 5 3
taceeyp 2 0 6 1 5 3 4
taceepy 2 0 6 1 5 4 3
tacyepe 2 0 6 3 1 4 5
tacyeep 2 0 6 3 1 5 4
tacypee 2 0 6 3 4 1 5
tacypee 2 0 6 3 4 5 1
tacyeep 2 0 6 3 5 1 4
tacyepe 2 0 6 3 5 4 1
tacpeye 2 0 6 4 1 3 5
tacpeey 2 0 6 4 1 5 3
tacpyee 2 0 6 4 3 1 5
tacpyee 2 0 6 4 3 5 1
tacpeey 2 0 6 4 5 1 3
tacpeye 2 0 6 4 5 3 1
taceeyp 2 0 6 5 1 3 4
taceepy 2 0 6 5 1 4 3
taceyep 2 0 6 5 3 1 4
taceype 2 0 6 5 3 4 1
tacepey 2 0 6 5 4 1 3
tacepye 2 0 6 5 4 3 1
teaypec 2 1 0 3 4 5 6
teaypce 2 1 0 3 4 6 5
teayepc 2 1 0 3 5 4 6
teayecp 2 1 0 3 5 6 4
teaycpe 2 1 0 3 6 4 5
teaycep 2 1 0 3 6 5 4
teapyec 2 1 0 4 3 5 6
teapyce 2 1 0 4 3 6 5
teapeyc 2 1 0 4 5 3 6
teapecy 2 1 0 4 5 6 3
teapcye 2 1 0 4 6 3 5
teapcey 2 1 0 4 6 5 3
teaeypc 2 1 0 5 3 4 6
teaeycp 2 1 0 5 3 6 4
teaepyc 2 1 0 5 4 3 6
teaepcy 2 1 0 5 4 6 3
teaecyp 2 1 0 5 6 3 4
teaecpy 2 1 0 5 6 4 3
teacype 2 1 0 6 3 4 5
teacyep 2 1 0 6 3 5 4
teacpye 2 1 0 6 4 3 5
teacpey 2 1 0 6 4 5 3
teaceyp 2 1 0 6 5 3 4
teacepy 2 1 0 6 5 4 3
teyapec 2 1 3 0 4 5 6
teyapce 2 1 3 0 4 6 5
teyaepc 2 1 3 0 5 4 6
teyaecp 2 1 3 0 5 6 4
teyacpe 2 1 3 0 6 4 5
teyacep 2 1 3 0 6 5 4
teypaec 2 1 3 4 0 5 6
teypace 2 1 3 4 0 6 5
teypeac 2 1 3 4 5 0 6
teypeca 2 1 3 4 5 6 0
teypcae 2 1 3 4 6 0 5
teypcea 2 1 3 4 6 5 0
teyeapc 2 1 3 5 0 4 6
teyeacp 2 1 3 5 0 6 4
teyepac 2 1 3 5 4 0 6
teyepca 2 1 3 5 4 6 0
teyecap 2 1 3 5 6 0 4
teyecpa 2 1 3 5 6 4 0
teycape 2 1 3 6 0 4 5
teycaep 2 1 3 6 0 5 4
teycpae 2 1 3 6 4 0 5
teycpea 2 1 3 6 4 5 0
teyceap 2 1 3 6 5 0 4
teycepa 2 1 3 6 5 4 0
tepayec 2 1 4 0 3 5 6
tepayce 2 1 4 0 3 6 5
tepaeyc 2 1 4 0 5 3 6
tepaecy 2 1 4 0 5 6 3
tepacye 2 1 4 0 6 3 5
tepacey 2 1 4 0 6 5 3
tepyaec 2 1 4 3 0 5 6
tepyace 2 1 4 3 0 6 5
tepyeac 2 1 4 3 5 0 6
tepyeca 2 1 4 3 5 6 0
tepycae 2 1 4 3 6 0 5
tepycea 2 1 4 3 6 5 0
tepeayc 2 1 4 5 0 3 6
tepeacy 2 1 4 5 0 6 3
tepeyac 2 1 4 5 3 0 6
tepeyca 2 1 4 5 3 6 0
tepecay 2 1 4 5 6 0 3
tepecya 2 1 4 5 6 3 0
tepcaye 2 1 4 6 0 3 5
tepcaey 2 1 4 6 0 5 3
tepcyae 2 1 4 6 3 0 5
tepcyea 2 1 4 6 3 5 0
tepceay 2 1 4 6 5 0 3
tepceya 2 1 4 6 5 3 0
teeaypc 2 1 5 0 3 4 6
teeaycp 2 1 5 0 3 6 4
teeapyc 2 1 5 0 4 3 6
teeapcy 2 1 5 0 4 6 3
teeacyp 2 1 5 0 6 3 4
teeacpy 2 1 5 0 6 4 3
teeyapc 2 1 5 3 0 4 6
teeyacp 2 1 5 3 0 6 4
teeypac 2 1 5 3 4 0 6
teeypca 2 1 5 3 4 6 0
teeycap 2 1 5 3 6 0 4
teeycpa 2 1 5 3 6 4 0
teepayc 2 1 5 4 0 3 6
teepacy 2 1 5 4 0 6 3
teepyac 2 1 5 4 3 0 6
teepyca 2 1 5 4 3 6 0
teepcay 2 1 5 4 6 0 3
teepcya 2 1 5 4 6 3 0
teecayp 2 1 5 6 0 3 4
teecapy 2 1 5 6 0 4 3
teecyap 2 1 5 6 3 0 4
teecypa 2 1 5 6 3 4 0
teecpay 2 1 5 6 4 0 3
teecpya 2 1 5 6 4 3 0
tecaype 2 1 6 0 3 4 5
tecayep 2 1 6 0 3 5 4
tecapye 2 1 6 0 4 3 5
tecapey 2 1 6 0 4 5 3
tecaeyp 2 1 6 0 5 3 4
tecaepy 2 1 6 0 5 4 3
tecyape 2 1 6 3 0 4 5
tecyaep 2 1 6 3 0 5 4
tecypae 2 1 6 3 4 0 5
tecypea 2 1 6 3 4 5 0
tecyeap 2 1 6 3 5 0 4
tecyepa 2 1 6 3 5 4 0
tecpaye 2 1 6 4 0 3 5
tecpaey 2 1 6 4 0 5 3
tecpyae 2 1 6 4 3 0 5
tecpyea 2 1 6 4 3 5 0
tecpeay 2 1 6 4 5 0 3
tecpeya 2 1 6 4 5 3 0
teceayp 2 1 6 5 0 3 4
teceapy 2 1 6 5 0 4 3
teceyap 2 1 6 5 3 0 4
teceypa 2 1 6 5 3 4 0
tecepay 2 1 6 5 4 0 3
tecepya 2 1 6 5 4 3 0
tyaepec 2 3 0 1 4 5 6
tyaepce 2 3 0 1 4 6 5
tyaeepc 2 3 0 1 5 4 6
tyaeecp 2 3 0 1 5 6 4
tyaecpe 2 3 0 1 6 4 5
tyaecep 2 3 0 1 6 5 4
tyapeec 2 3 0 4 1 5 6
tyapece 2 3 0 4 1 6 5
tyapeec 2 3 0 4 5 1 6
tyapece 2 3 0 4 5 6 1
tyapcee 2 3 0 4 6 1 5
tyapcee 2 3 0 4 6 5 1
tyaeepc 2 3 0 5 1 4 6
tyaeecp 2 3 0 5 1 6 4
tyaepec 2 3 0 5 4 1 6
tyaepce 2 3 0 5 4 6 1
tyaecep 2 3 0 5 6 1 4
tyaecpe 2 3 0 5 6 4 1
tyacepe 2 3 0 6 1 4 5
tyaceep 2 3 0 6 1 5 4
tyacpee 2 3 0 6 4 1 5
tyacpee 2 3 0 6 4 5 1
tyaceep 2 3 0 6 5 1 4
tyacepe 2 3 0 6 5 4 1
tyeapec 2 3 1 0 4 5 6
tyeapce 2 3 1 0 4 6 5
tyeaepc 2 3 1 0 5 4 6
tyeaecp 2 3 1 0 5 6 4
tyeacpe 2 3 1 0 6 4 5
tyeacep 2 3 1 0 6 5 4
tyepaec 2 3 1 4 0 5 6
tyepace 2 3 1 4 0 6 5
tyepeac 2 3 1 4 5 0 6
tyepeca 2 3 1 4 5 6 0
tyepcae 2 3 1 4 6 0 5
tyepcea 2 3 1 4 6 5 0
tyeeapc 2 3 1 5 0 4 6
tyeeacp 2 3 1 5 0 6 4
tyeepac 2 3 1 5 4 0 6
tyeepca 2 3 1 5 4 6 0
tyeecap 2 3 1 5 6 0 4
tyeecpa 2 3 1 5 6 4 0
tyecape 2 3 1 6 0 4 5
tyecaep 2 3 1 6 0 5 4
tyecpae 2 3 1 6 4 0 5
tyecpea 2 3 1 6 4 5 0
tyeceap 2 3 1 6 5 0 4
tyecepa 2 3 1 6 5 4 0
typaeec 2 3 4 0 1 5 6
typaece 2 3 4 0 1 6 5
typaeec 2 3 4 0 5 1 6
typaece 2 3 4 0 5 6 1
typacee 2 3 4 0 6 1 5
typacee 2 3 4 0 6 5 1
typeaec 2 3 4 1 0 5 6
typeace 2 3 4 1 0 6 5
typeeac 2 3 4 1 5 0 6
typeeca 2 3 4 1 5 6 0
typecae 2 3 4 1 6 0 5
typecea 2 3 4 1 6 5 0
typeaec 2 3 4 5 0 1 6
typeace 2 3 4 5 0 6 1
typeeac 2 3 4 5 1 0 6
typeeca 2 3 4 5 1 6 0
typecae 2 3 4 5 6 0 1
typecea 2 3 4 5 6 1 0
typcaee 2 3 4 6 0 1 5
typcaee 2 3 4 6 0 5 1
typceae 2 3 4 6 1 0 5
typceea 2 3 4 6 1 5 0
typceae 2 3 4 6 5 0 1
typceea 2 3 4 6 5 1 0
tyeaepc 2 3 5 0 1 4 6
tyeaecp 2 3 5 0 1 6 4
tyeapec 2 3 5 0 4 1 6
tyeapce 2 3 5 0 4 6 1
tyeacep 2 3 5 0 6 1 4
tyeacpe 2 3 5 0 6 4 1
tyeeapc 2 3 5 1 0 4 6
tyeeacp 2 3 5 1 0 6 4
tyeepac 2 3 5 1 4 0 6
tyeepca 2 3 5 1 4 6 0
tyeecap 2 3 5 1 6 0 4
tyeecpa 2 3 5 1 6 4 0
tyepaec 2 3 5 4 0 1 6
tyepace 2 3 5 4 0 6 1
tyepeac 2 3 5 4 1 0 6
tyepeca 2 3 5 4 1 6 0
tyepcae 2 3 5 4 6 0 1
tyepcea 2 3 5 4 6 1 0
tyecaep 2 3 5 6 0 1 4
tyecape 2 3 5 6 0 4 1
tyeceap 2 3 5 6 1 0 4
tyecepa 2 3 5 6 1 4 0
tyecpae 2 3 5 6 4 0 1
tyecpea 2 3 5 6 4 1 0
tycaepe 2 3 6 0 1 4 5
tycaeep 2 3 6 0 1 5 4
tycapee 2 3 6 0 4 1 5
tycapee 2 3 6 0 4 5 1
tycaeep 2 3 6 0 5 1 4
tycaepe 2 3 6 0 5 4 1
tyceape 2 3 6 1 0 4 5
tyceaep 2 3 6 1 0 5 4
tycepae 2 3 6 1 4 0 5
tycepea 2 3 6 1 4 5 0
tyceeap 2 3 6 1 5 0 4
tyceepa 2 3 6 1 5 4 0
tycpaee 2 3 6 4 0 1 5
tycpaee 2 3 6 4 0 5 1
tycpeae 2 3 6 4 1 0 5
tycpeea 2 3 6 4 1 5 0
tycpeae 2 3 6 4 5 0 1
tycpeea 2 3 6 4 5 1 0
tyceaep 2 3 6 5 0 1 4
tyceape 2 3 6 5 0 4 1
tyceeap 2 3 6 5 1 0 4
tyceepa 2 3 6 5 1 4 0
tycepae 2 3 6 5 4 0 1
tycepea 2 3 6 5 4 1 0
tpaeyec 2 4 0 1 3 5 6
tpaeyce 2 4 0 1 3 6 5
tpaeeyc 2 4 0 1 5 3 6
tpaeecy 2 4 0 1 5 6 3
tpaecye 2 4 0 1 6 3 5
tpaecey 2 4 0 1 6 5 3
tpayeec 2 4 0 3 1 5 6
tpayece 2 4 0 3 1 6 5
tpayeec 2 4 0 3 5 1 6
tpayece 2 4 0 3 5 6 1
tpaycee 2 4 0 3 6 1 5
tpaycee 2 4 0 3 6 5 1
tpaeeyc 2 4 0 5 1 3 6
tpaeecy 2 4 0 5 1 6 3
tpaeyec 2 4 0 5 3 1 6
tpaeyce 2 4 0 5 3 6 1
tpaecey 2 4 0 5 6 1 3
tpaecye 2 4 0 5 6 3 1
tpaceye 2 4 0 6 1 3 5
tpaceey 2 4 0 6 1 5 3
tpacyee 2 4 0 6 3 1 5
tpacyee 2 4 0 6 3 5 1
tpaceey 2 4 0 6 5 1 3
tpaceye 2 4 0 6 5 3 1
tpeayec 2 4 1 0 3 5 6
tpeayce 2 4 1 0 3 6 5
tpeaeyc 2 4 1 0 5 3 6
tpeaecy 2 4 1 0 5 6 3
tpeacye 2 4 1 0 6 3 5
tpeacey 2 4 1 0 6 5 3
tpeyaec 2 4 1 3 0 5 6
tpeyace 2 4 1 3 0 6 5
tpeyeac 2 4 1 3 5 0 6
tpeyeca 2 4 1 3 5 6 0
tpeycae 2 4 1 3 6 0 5
tpeycea 2 4 1 3 6 5 0
tpeeayc 2 4 1 5 0 3 6
tpeeacy 2 4 1 5 0 6 3
tpeeyac 2 4 1 5 3 0 6
tpeeyca 2 4 1 5 3 6 0
tpeecay 2 4 1 5 6 0 3
tpeecya 2 4 1 5 6 3 0
tpecaye 2 4 1 6 0 3 5
tpecaey 2 4 1 6 0 5 3
tpecyae 2 4 1 6 3 0 5
tpecyea 2 4 1 6 3 5 0
tpeceay 2 4 1 6 5 0 3
tpeceya 2 4 1 6 5 3 0
tpyaeec 2 4 3 0 1 5 6
tpyaece 2 4 3 0 1 6 5
tpyaeec 2 4 3 0 5 1 6
tpyaece 2 4 3 0 5 6 1
tpyacee 2 4 3 0 6 1 5
tpyacee 2 4 3 0 6 5 1
tpyeaec 2 4 3 1 0 5 6
tpyeace 2 4 3 1 0 6 5
tpyeeac 2 4 3 1 5 0 6
tpyeeca 2 4 3 1 5 6 0
tpyecae 2 4 3 1 6 0 5
tpyecea 2 4 3 1 6 5 0
tpyeaec 2 4 3 5 0 1 6
tpyeace 2 4 3 5 0 6 1
tpyeeac 2 4 3 5 1 0 6
tpyeeca 2 4 3 5 1 6 0
tpyecae 2 4 3 5 6 0 1
tpyecea 2 4 3 5 6 1 0
tpycaee 2 4 3 6 0 1 5
tpycaee 2 4 3 6 0 5 1
tpyceae 2 4 3 6 1 0 5
tpyceea 2 4 3 6 1 5 0
tpyceae 2 4 3 6 5 0 1
tpyceea 2 4 3 6 5 1 0
tpeaeyc 2 4 5 0 1 3 6
tpeaecy 2 4 5 0 1 6 3
tpeayec 2 4 5 0 3 1 6
tpeayce 2 4 5 0 3 6 1
tpeacey 2 4 5 0 6 1 3
tpeacye 2 4 5 0 6 3 1
tpeeayc 2 4 5 1 0 3 6
tpeeacy 2 4 5 1 0 6 3
tpeeyac 2 4 5 1 3 0 6
tpeeyca 2 4 5 1 3 6 0
tpeecay 2 4 5 1 6 0 3
tpeecya 2 4 5 1 6 3 0
tpeyaec 2 4 5 3 0 1 6
tpeyace 2 4 5 3 0 6 1
tpeyeac 2 4 5 3 1 0 6
tpeyeca 2 4 5 3 1 6 0
tpeycae 2 4 5 3 6 0 1
tpeycea 2 4 5 3 6 1 0
tpecaey 2 4 5 6 0 1 3
tpecaye 2 4 5 6 0 3 1
tpeceay 2 4 5 6 1 0 3
tpeceya 2 4 5 6 1 3 0
tpecyae 2 4 5 6 3 0 1
tpecyea 2 4 5 6 3 1 0
tpcaeye 2 4 6 0 1 3 5
tpcaeey 2 4 6 0 1 5 3
tpcayee 2 4 6 0 3 1 5
tpcayee 2 4 6 0 3 5 1
tpcaeey 2 4 6 0 5 1 3
tpcaeye 2 4 6 0 5 3 1
tpceaye 2 4 6 1 0 3 5
tpceaey 2 4 6 1 0 5 3
tpceyae 2 4 6 1 3 0 5
tpceyea 2 4 6 1 3 5 0
tpceeay 2 4 6 1 5 0 3
tpceeya 2 4 6 1 5 3 0
tpcyaee 2 4 6 3 0 1 5
tpcyaee 2 4 6 3 0 5 1
tpcyeae 2 4 6 3 1 0 5
tpcyeea 2 4 6 3 1 5 0
tpcyeae 2 4 6 3 5 0 1
tpcyeea 2 4 6 3 5 1 0
tpceaey 2 4 6 5 0 1 3
tpceaye 2 4 6 5 0 3 1
tpceeay 2 4 6 5 1 0 3
tpceeya 2 4 6 5 1 3 0
tpceyae 2 4 6 5 3 0 1
tpceyea 2 4 6 5 3 1 0
teaeypc 2 5 0 1 3 4 6
teaeycp 2 5 0 1 3 6 4
teaepyc 2 5 0 1 4 3 6
teaepcy 2 5 0 1 4 6 3
teaecyp 2 5 0 1 6 3 4
teaecpy 2 5 0 1 6 4 3
teayepc 2 5 0 3 1 4 6
teayecp 2 5 0 3 1 6 4
teaypec 2 5 0 3 4 1 6
teaypce 2 5 0 3 4 6 1
teaycep 2 5 0 3 6 1 4
teaycpe 2 5 0 3 6 4 1
teapeyc 2 5 0 4 1 3 6
teapecy 2 5 0 4 1 6 3
teapyec 2 5 0 4 3 1 6
teapyce 2 5 0 4 3 6 1
teapcey 2 5 0 4 6 1 3
teapcye 2 5 0 4 6 3 1
teaceyp 2 5 0 6 1 3 4
teacepy 2 5 0 6 1 4 3
teacyep 2 5 0 6 3 1 4
teacype 2 5 0 6 3 4 1
teacpey 2 5 0 6 4 1 3
teacpye 2 5 0 6 4 3 1
teeaypc 2 5 1 0 3 4 6
teeaycp 2 5 1 0 3 6 4
teeapyc 2 5 1 0 4 3 6
teeapcy 2 5 1 0 4 6 3
teeacyp 2 5 1 0 6 3 4
teeacpy 2 5 1 0 6 4 3
teeyapc 2 5 1 3 0 4 6
teeyacp 2 5 1 3 0 6 4
teeypac 2 5 1 3 4 0 6
teeypca 2 5 1 3 4 6 0
teeycap 2 5 1 3 6 0 4
teeycpa 2 5 1 3 6 4 0
teepayc 2 5 1 4 0 3 6
teepacy 2 5 1 4 0 6 3
teepyac 2 5 1 4 3 0 6
teepyca 2 5 1 4 3 6 0
teepcay 2 5 1 4 6 0 3
teepcya 2 5 1 4 6 3 0
teecayp 2 5 1 6 0 3 4
teecapy 2 5 1 6 0 4 3
teecyap 2 5 1 6 3 0 4
teecypa 2 5 1 6 3 4 0
teecpay 2 5 1 6 4 0 3
teecpya 2 5 1 6 4 3 0
teyaepc 2 5 3 0 1 4 6
teyaecp 2 5 3 0 1 6 4
teyapec 2 5 3 0 4 1 6
teyapce 2 5 3 0 4 6 1
teyacep 2 5 3 0 6 1 4
teyacpe 2 5 3 0 6 4 1
teyeapc 2 5 3 1 0 4 6
teyeacp 2 5 3 1 0 6 4
teyepac 2 5 3 1 4 0 6
teyepca 2 5 3 1 4 6 0
teyecap 2 5 3 1 6 0 4
teyecpa 2 5 3 1 6 4 0
teypaec 2 5 3 4 0 1 6
teypace 2 5 3 4 0 6 1
teypeac 2 5 3 4 1 0 6
teypeca 2 5 3 4 1 6 0
teypcae 2 5 3 4 6 0 1
teypcea 2 5 3 4 6 1 0
teycaep 2 5 3 6 0 1 4
teycape 2 5 3 6 0 4 1
teyceap 2 5 3 6 1 0 4
teycepa 2 5 3 6 1 4 0
teycpae 2 5 3 6 4 0 1
teycpea 2 5 3 6 4 1 0
tepaeyc 2 5 4 0 1 3 6
tepaecy 2 5 4 0 1 6 3
tepayec 2 5 4 0 3 1 6
tepayce 2 5 4 0 3 6 1
tepacey 2 5 4 0 6 1 3
tepacye 2 5 4 0 6 3 1
tepeayc 2 5 4 1 0 3 6
tepeacy 2 5 4 1 0 6 3
tepeyac 2 5 4 1 3 0 6
tepeyca 2 5 4 1 3 6 0
tepecay 2 5 4 1 6 0 3
tepecya 2 5 4 1 6 3 0
tepyaec 2 5 4 3 0 1 6
tepyace 2 5 4 3 0 6 1
tepyeac 2 5 4 3 1 0 6
tepyeca 2 5 4 3 1 6 0
tepycae 2 5 4 3 6 0 1
tepycea 2 5 4 3 6 1 0
tepcaey 2 5 4 6 0 1 3
tepcaye 2 5 4 6 0 3 1
tepceay 2 5 4 6 1 0 3
tepceya 2 5 4 6 1 3 0
tepcyae 2 5 4 6 3 0 1
tepcyea 2 5 4 6 3 1 0
tecaeyp 2 5 6 0 1 3 4
tecaepy 2 5 6 0 1 4 3
tecayep 2 5 6 0 3 1 4
tecaype 2 5 6 0 3 4 1
tecapey 2 5 6 0 4 1 3
tecapye 2 5 6 0 4 3 1
teceayp 2 5 6 1 0 3 4
teceapy 2 5 6 1 0 4 3
teceyap 2 5 6 1 3 0 4
teceypa 2 5 6 1 3 4 0
tecepay 2 5 6 1 4 0 3
tecepya 2 5 6 1 4 3 0
tecyaep 2 5 6 3 0 1 4
tecyape 2 5 6 3 0 4 1
tecyeap 2 5 6 3 1 0 4
tecyepa 2 5 6 3 1 4 0
tecypae 2 5 6 3 4 0 1
tecypea 2 5 6 3 4 1 0
tecpaey 2 5 6 4 0 1 3
tecpaye 2 5 6 4 0 3 1
tecpeay 2 5 6 4 1 0 3
tecpeya 2 5 6 4 1 3 0
tecpyae 2 5 6 4 3 0 1
tecpyea 2 5 6 4 3 1 0
tcaeype 2 6 0 1 3 4 5
tcaeyep 2 6 0 1 3 5 4
tcaepye 2 6 0 1 4 3 5
tcaepey 2 6 0 1 4 5 3
tcaeeyp 2 6 0 1 5 3 4
tcaeepy 2 6 0 1 5 4 3
tcayepe 2 6 0 3 1 4 5
tcayeep 2 6 0 3 1 5 4
tcaypee 2 6 0 3 4 1 5
tcaypee 2 6 0 3 4 5 1
tcayeep 2 6 0 3 5 1 4
tcayepe 2 6 0 3 5 4 1
tcapeye 2 6 0 4 1 3 5
tcapeey 2 6 0 4 1 5 3
tcapyee 2 6 0 4 3 1 5
tcapyee 2 6 0 4 3 5 1
tcapeey 2 6 0 4 5 1 3
tcapeye 2 6 0 4 5 3 1
tcaeeyp 2 6 0 5 1 3 4
tcaeepy 2 6 0 5 1 4 3
tcaeyep 2 6 0 5 3 1 4
tcaeype 2 6 0 5 3 4 1
tcaepey 2 6 0 5 4 1 3
tcaepye 2 6 0 5 4 3 1
tceaype 2 6 1 0 3 4 5
tceayep 2 6 1 0 3 5 4
tceapye 2 6 1 0 4 3 5
tceapey 2 6 1 0 4 5 3
tceaeyp 2 6 1 0 5 3 4
tceaepy 2 6 1 0 5 4 3
tceyape 2 6 1 3 0 4 5
tceyaep 2 6 1 3 0 5 4
tceypae 2 6 1 3 4 0 5
tceypea 2 6 1 3 4 5 0
tceyeap 2 6 1 3 5 0 4
tceyepa 2 6 1 3 5 4 0
tcepaye 2 6 1 4 0 3 5
tcepaey 2 6 1 4 0 5 3
tcepyae 2 6 1 4 3 0 5
tcepyea 2 6 1 4 3 5 0
tcepeay 2 6 1 4 5 0 3
tcepeya 2 6 1 4 5 3 0
tceeayp 2 6 1 5 0 3 4
tceeapy 2 6 1 5 0 4 3
tceeyap 2 6 1 5 3 0 4
tceeypa 2 6 1 5 3 4 0
tceepay 2 6 1 5 4 0 3
tceepya 2 6 1 5 4 3 0
tcyaepe 2 6 3 0 1 4 5
tcyaeep 2 6 3 0 1 5 4
tcyapee 2 6 3 0 4 1 5
tcyapee 2 6 3 0 4 5 1
tcyaeep 2 6 3 0 5 1 4
tcyaepe 2 6 3 0 5 4 1
tcyeape 2 6 3 1 0 4 5
tcyeaep 2 6 3 1 0 5 4
tcyepae 2 6 3 1 4 0 5
tcyepea 2 6 3 1 4 5 0
tcyeeap 2 6 3 1 5 0 4
tcyeepa 2 6 3 1 5 4 0
tcypaee 2 6 3 4 0 1 5
tcypaee 2 6 3 4 0 5 1
tcypeae 2 6 3 4 1 0 5
tcypeea 2 6 3 4 1 5 0
tcypeae 2 6 3 4 5 0 1
tcypeea 2 6 3 4 5 1 0
tcyeaep 2 6 3 5 0 1 4
tcyeape 2 6 3 5 0 4 1
tcyeeap 2 6 3 5 1 0 4
tcyeepa 2 6 3 5 1 4 0
tcyepae 2 6 3 5 4 0 1
tcyepea 2 6 3 5 4 1 0
tcpaeye 2 6 4 0 1 3 5
tcpaeey 2 6 4 0 1 5 3
tcpayee 2 6 4 0 3 1 5
tcpayee 2 6 4 0 3 5 1
tcpaeey 2 6 4 0 5 1 3
tcpaeye 2 6 4 0 5 3 1
tcpeaye 2 6 4 1 0 3 5
tcpeaey 2 6 4 1 0 5 3
tcpeyae 2 6 4 1 3 0 5
tcpeyea 2 6 4 1 3 5 0
tcpeeay 2 6 4 1 5 0 3
tcpeeya 2 6 4 1 5 3 0
tcpyaee 2 6 4 3 0 1 5
tcpyaee 2 6 4 3 0 5 1
tcpyeae 2 6 4 3 1 0 5
tcpyeea 2 6 4 3 1 5 0
tcpyeae 2 6 4 3 5 0 1
tcpyeea 2 6 4 3 5 1 0
tcpeaey 2 6 4 5 0 1 3
