Shift: 2
cgvarge 0 1 2 3 4 5 6
gergcav 1 6 4 5 0 3 2
gergvca 1 6 4 5 2 0 3
gergvac 1 6 4 5 2 3 0
gergacv 1 6 4 5 3 0 2
gergavc 1 6 4 5 3 2 0
gegcvar 1 6 5 0 2 3 4
gegcvra 1 6 5 0 2 4 3
gegcavr 1 6 5 0 3 2 4
gegcarv 1 6 5 0 3 4 2
gegcrva 1 6 5 0 4 2 3
gegcrav 1 6 5 0 4 3 2
gegvcar 1 6 5 2 0 3 4
gegvcra 1 6 5 2 0 4 3
gegvacr 1 6 5 2 3 0 4
gegvarc 1 6 5 2 3 4 0
gegvrca 1 6 5 2 4 0 3
gegvrac 1 6 5 2 4 3 0
gegacvr 1 6 5 3 0 2 4
gegacrv 1 6 5 3 0 4 2
gegavcr 1 6 5 3 2 0 4
gegavrc 1 6 5 3 2 4 0
gegarcv 1 6 5 3 4 0 2
gegarvc 1 6 5 3 4 2 0
gegrcva 1 6 5 4 0 2 3
gegrcav 1 6 5 4 0 3 2
gegrvca 1 6 5 4 2 0 3
gegrvac 1 6 5 4 2 3 0
gegracv 1 6 5 4 3 0 2
gegravc 1 6 5 4 3 2 0
vcgarge 2 0 1 3 4 5 6
vcgareg 2 0 1 3 4 6 5
vcgagre 2 0 1 3 5 4 6
vcgager 2 0 1 3 5 6 4
vcgaerg 2 0 1 3 6 4 5
vcgaegr 2 0 1 3 6 5 4
vcgrage 2 0 1 4 3 5 6
vcgraeg 2 0 1 4 3 6 5
vcgrgae 2 0 1 4 5 3 6
vcgrgea 2 0 1 4 5 6 3
vcgreag 2 0 1 4 6 3 5
vcgrega 2 0 1 4 6 5 3
vcggare 2 0 1 5 3 4 6
vcggaer 2 0 1 5 3 6 4
vcggrae 2 0 1 5 4 3 6
vcggrea 2 0 1 5 4 6 3
vcggear 2 0 1 5 6 3 4
vcggera 2 0 1 5 6 4 3
vcgearg 2 0 1 6 3 4 5
vcgeagr 2 0 1 6 3 5 4
vcgerag 2 0 1 6 4 3 5
vcgerga 2 0 1 6 4 5 3
vcgegar 2 0 1 6 5 3 4
vcgegra 2 0 1 6 5 4 3
vcagrge 2 0 3 1 4 5 6
vcagreg 2 0 3 1 4 6 5
vcaggre 2 0 3 1 5 4 6
vcagger 2 0 3 1 5 6 4
vcagerg 2 0 3 1 6 4 5
vcagegr 2 0 3 1 6 5 4
vcargge 2 0 3 4 1 5 6
vcargeg 2 0 3 4 1 6 5
vcargge 2 0 3 4 5 1 6
vcargeg 2 0 3 4 5 6 1
vcaregg 2 0 3 4 6 1 5
vcaregg 2 0 3 4 6 5 1
vcaggre 2 0 3 5 1 4 6
vcagger 2 0 3 5 1 6 4
vcagrge 2 0 3 5 4 1 6
vcagreg 2 0 3 5 4 6 1
vcagegr 2 0 3 5 6 1 4
vcagerg 2 0 3 5 6 4 1
vcaegrg 2 0 3 6 1 4 5
vcaeggr 2 0 3 6 1 5 4
vcaergg 2 0 3 6 4 1 5
vcaergg 2 0 3 6 4 5 1
vcaeggr 2 0 3 6 5 1 4
vcaegrg 2 0 3 6 5 4 1
vcrgage 2 0 4 1 3 5 6
vcrgaeg 2 0 4 1 3 6 5
vcrggae 2 0 4 1 5 3 6
vcrggea 2 0 4 1 5 6 3
vcrgeag 2 0 4 1 6 3 5
vcrgega 2 0 4 1 6 5 3
vcragge 2 0 4 3 1 5 6
vcrageg 2 0 4 3 1 6 5
vcragge 2 0 4 3 5 1 6
vcrageg 2 0 4 3 5 6 1
vcraegg 2 0 4 3 6 1 5
vcraegg 2 0 4 3 6 5 1
vcrggae 2 0 4 5 1 3 6
vcrggea 2 0 4 5 1 6 3
vcrgage 2 0 4 5 3 1 6
vcrgaeg 2 0 4 5 3 6 1
vcrgega 2 0 4 5 6 1 3
vcrgeag 2 0 4 5 6 3 1
vcregag 2 0 4 6 1 3 5
vcregga 2 0 4 6 1 5 3
vcreagg 2 0 4 6 3 1 5
vcreagg 2 0 4 6 3 5 1
vcregga 2 0 4 6 5 1 3
vcregag 2 0 4 6 5 3 1
vcggare 2 0 5 1 3 4 6
vcggaer 2 0 5 1 3 6 4
vcggrae 2 0 5 1 4 3 6
vcggrea 2 0 5 1 4 6 3
vcggear 2 0 5 1 6 3 4
vcggera 2 0 5 1 6 4 3
vcgagre 2 0 5 3 1 4 6
vcgager 2 0 5 3 1 6 4
vcgarge 2 0 5 3 4 1 6
vcgareg 2 0 5 3 4 6 1
vcgaegr 2 0 5 3 6 1 4
vcgaerg 2 0 5 3 6 4 1
vcgrgae 2 0 5 4 1 3 6
vcgrgea 2 0 5 4 1 6 3
vcgrage 2 0 5 4 3 1 6
vcgraeg 2 0 5 4 3 6 1
vcgrega 2 0 5 4 6 1 3
vcgreag 2 0 5 4 6 3 1
vcgegar 2 0 5 6 1 3 4
vcgegra 2 0 5 6 1 4 3
vcgeagr 2 0 5 6 3 1 4
vcgearg 2 0 5 6 3 4 1
vcgerga 2 0 5 6 4 1 3
vcgerag 2 0 5 6 4 3 1
vcegarg 2 0 6 1 3 4 5
vcegagr 2 0 6 1 3 5 4
vcegrag 2 0 6 1 4 3 5
vcegrga 2 0 6 1 4 5 3
vceggar 2 0 6 1 5 3 4
vceggra 2 0 6 1 5 4 3
vceagrg 2 0 6 3 1 4 5
vceaggr 2 0 6 3 1 5 4
vceargg 2 0 6 3 4 1 5
vceargg 2 0 6 3 4 5 1
vceaggr 2 0 6 3 5 1 4
vceagrg 2 0 6 3 5 4 1
vcergag 2 0 6 4 1 3 5
vcergga 2 0 6 4 1 5 3
vceragg 2 0 6 4 3 1 5
vceragg 2 0 6 4 3 5 1
vcergga 2 0 6 4 5 1 3
vcergag 2 0 6 4 5 3 1
vceggar 2 0 6 5 1 3 4
vceggra 2 0 6 5 1 4 3
vcegagr 2 0 6 5 3 1 4
vcegarg 2 0 6 5 3 4 1
vcegrga 2 0 6 5 4 1 3
vcegrag 2 0 6 5 4 3 1
vgcarge 2 1 0 3 4 5 6
vgcareg 2 1 0 3 4 6 5
vgcagre 2 1 0 3 5 4 6
vgcager 2 1 0 3 5 6 4
vgcaerg 2 1 0 3 6 4 5
vgcaegr 2 1 0 3 6 5 4
vgcrage 2 1 0 4 3 5 6
vgcraeg 2 1 0 4 3 6 5
vgcrgae 2 1 0 4 5 3 6
vgcrgea 2 1 0 4 5 6 3
vgcreag 2 1 0 4 6 3 5
vgcrega 2 1 0 4 6 5 3
vgcgare 2 1 0 5 3 4 6
vgcgaer 2 1 0 5 3 6 4
vgcgrae 2 1 0 5 4 3 6
vgcgrea 2 1 0 5 4 6 3
vgcgear 2 1 0 5 6 3 4
vgcgera 2 1 0 5 6 4 3
vgcearg 2 1 0 6 3 4 5
vgceagr 2 1 0 6 3 5 4
vgcerag 2 1 0 6 4 3 5
vgcerga 2 1 0 6 4 5 3
vgcegar 2 1 0 6 5 3 4
vgcegra 2 1 0 6 5 4 3
vgacrge 2 1 3 0 4 5 6
vgacreg 2 1 3 0 4 6 5
vgacgre 2 1 3 0 5 4 6
vgacger 2 1 3 0 5 6 4
vgacerg 2 1 3 0 6 4 5
vgacegr 2 1 3 0 6 5 4
vgarcge 2 1 3 4 0 5 6
vgarceg 2 1 3 4 0 6 5
vgargce 2 1 3 4 5 0 6
vgargec 2 1 3 4 5 6 0
vgarecg 2 1 3 4 6 0 5
vgaregc 2 1 3 4 6 5 0
vgagcre 2 1 3 5 0 4 6
vgagcer 2 1 3 5 0 6 4
vgagrce 2 1 3 5 4 0 6
vgagrec 2 1 3 5 4 6 0
vgagecr 2 1 3 5 6 0 4
vgagerc 2 1 3 5 6 4 0
vgaecrg 2 1 3 6 0 4 5
vgaecgr 2 1 3 6 0 5 4
vgaercg 2 1 3 6 4 0 5
vgaergc 2 1 3 6 4 5 0
vgaegcr 2 1 3 6 5 0 4
vgaegrc 2 1 3 6 5 4 0
vgrcage 2 1 4 0 3 5 6
vgrcaeg 2 1 4 0 3 6 5
vgrcgae 2 1 4 0 5 3 6
vgrcgea 2 1 4 0 5 6 3
vgrceag 2 1 4 0 6 3 5
vgrcega 2 1 4 0 6 5 3
vgracge 2 1 4 3 0 5 6
vgraceg 2 1 4 3 0 6 5
vgragce 2 1 4 3 5 0 6
vgragec 2 1 4 3 5 6 0
vgraecg 2 1 4 3 6 0 5
vgraegc 2 1 4 3 6 5 0
vgrgcae 2 1 4 5 0 3 6
vgrgcea 2 1 4 5 0 6 3
vgrgace 2 1 4 5 3 0 6
vgrgaec 2 1 4 5 3 6 0
vgrgeca 2 1 4 5 6 0 3
vgrgeac 2 1 4 5 6 3 0
vgrecag 2 1 4 6 0 3 5
vgrecga 2 1 4 6 0 5 3
vgreacg 2 1 4 6 3 0 5
vgreagc 2 1 4 6 3 5 0
vgregca 2 1 4 6 5 0 3
vgregac 2 1 4 6 5 3 0
vggcare 2 1 5 0 3 4 6
vggcaer 2 1 5 0 3 6 4
vggcrae 2 1 5 0 4 3 6
vggcrea 2 1 5 0 4 6 3
vggcear 2 1 5 0 6 3 4
vggcera 2 1 5 0 6 4 3
vggacre 2 1 5 3 0 4 6
vggacer 2 1 5 3 0 6 4
vggarce 2 1 5 3 4 0 6
vggarec 2 1 5 3 4 6 0
vggaecr 2 1 5 3 6 0 4
vggaerc 2 1 5 3 6 4 0
vggrcae 2 1 5 4 0 3 6
vggrcea 2 1 5 4 0 6 3
vggrace 2 1 5 4 3 0 6
vggraec 2 1 5 4 3 6 0
vggreca 2 1 5 4 6 0 3
vggreac 2 1 5 4 6 3 0
vggecar 2 1 5 6 0 3 4
vggecra 2 1 5 6 0 4 3
vggeacr 2 1 5 6 3 0 4
vggearc 2 1 5 6 3 4 0
vggerca 2 1 5 6 4 0 3
vggerac 2 1 5 6 4 3 0
vgecarg 2 1 6 0 3 4 5
vgecagr 2 1 6 0 3 5 4
vgecrag 2 1 6 0 4 3 5
vgecrga 2 1 6 0 4 5 3
vgecgar 2 1 6 0 5 3 4
vgecgra 2 1 6 0 5 4 3
vgeacrg 2 1 6 3 0 4 5
vgeacgr 2 1 6 3 0 5 4
vgearcg 2 1 6 3 4 0 5
vgeargc 2 1 6 3 4 5 0
vgeagcr 2 1 6 3 5 0 4
vgeagrc 2 1 6 3 5 4 0
vgercag 2 1 6 4 0 3 5
vgercga 2 1 6 4 0 5 3
vgeracg 2 1 6 4 3 0 5
vgeragc 2 1 6 4 3 5 0
vgergca 2 1 6 4 5 0 3
vgergac 2 1 6 4 5 3 0
vgegcar 2 1 6 5 0 3 4
vgegcra 2 1 6 5 0 4 3
vgegacr 2 1 6 5 3 0 4
vgegarc 2 1 6 5 3 4 0
vgegrca 2 1 6 5 4 0 3
vgegrac 2 1 6 5 4 3 0
vacgrge 2 3 0 1 4 5 6
vacgreg 2 3 0 1 4 6 5
vacggre 2 3 0 1 5 4 6
vacgger 2 3 0 1 5 6 4
vacgerg 2 3 0 1 6 4 5
vacgegr 2 3 0 1 6 5 4
vacrgge 2 3 0 4 1 5 6
vacrgeg 2 3 0 4 1 6 5
vacrgge 2 3 0 4 5 1 6
vacrgeg 2 3 0 4 5 6 1
vacregg 2 3 0 4 6 1 5
vacregg 2 3 0 4 6 5 1
vacggre 2 3 0 5 1 4 6
vacgger 2 3 0 5 1 6 4
vacgrge 2 3 0 5 4 1 6
vacgreg 2 3 0 5 4 6 1
vacgegr 2 3 0 5 6 1 4
vacgerg 2 3 0 5 6 4 1
vacegrg 2 3 0 6 1 4 5
vaceggr 2 3 0 6 1 5 4
vacergg 2 3 0 6 4 1 5
vacergg 2 3 0 6 4 5 1
vaceggr 2 3 0 6 5 1 4
vacegrg 2 3 0 6 5 4 1
vagcrge 2 3 1 0 4 5 6
vagcreg 2 3 1 0 4 6 5
vagcgre 2 3 1 0 5 4 6
vagcger 2 3 1 0 5 6 4
vagcerg 2 3 1 0 6 4 5
vagcegr 2 3 1 0 6 5 4
vagrcge 2 3 1 4 0 5 6
vagrceg 2 3 1 4 0 6 5
vagrgce 2 3 1 4 5 0 6
vagrgec 2 3 1 4 5 6 0
vagrecg 2 3 1 4 6 0 5
vagregc 2 3 1 4 6 5 0
vaggcre 2 3 1 5 0 4 6
vaggcer 2 3 1 5 0 6 4
vaggrce 2 3 1 5 4 0 6
vaggrec 2 3 1 5 4 6 0
vaggecr 2 3 1 5 6 0 4
vaggerc 2 3 1 5 6 4 0
vagecrg 2 3 1 6 0 4 5
vagecgr 2 3 1 6 0 5 4
vagercg 2 3 1 6 4 0 5
vagergc 2 3 1 6 4 5 0
vagegcr 2 3 1 6 5 0 4
vagegrc 2 3 1 6 5 4 0
varcgge 2 3 4 0 1 5 6
varcgeg 2 3 4 0 1 6 5
varcgge 2 3 4 0 5 1 6
varcgeg 2 3 4 0 5 6 1
varcegg 2 3 4 0 6 1 5
varcegg 2 3 4 0 6 5 1
vargcge 2 3 4 1 0 5 6
vargceg 2 3 4 1 0 6 5
varggce 2 3 4 1 5 0 6
varggec 2 3 4 1 5 6 0
vargecg 2 3 4 1 6 0 5
vargegc 2 3 4 1 6 5 0
vargcge 2 3 4 5 0 1 6
vargceg 2 3 4 5 0 6 1
varggce 2 3 4 5 1 0 6
varggec 2 3 4 5 1 6 0
vargecg 2 3 4 5 6 0 1
vargegc 2 3 4 5 6 1 0
varecgg 2 3 4 6 0 1 5
varecgg 2 3 4 6 0 5 1
varegcg 2 3 4 6 1 0 5
vareggc 2 3 4 6 1 5 0
varegcg 2 3 4 6 5 0 1
vareggc 2 3 4 6 5 1 0
vagcgre 2 3 5 0 1 4 6
vagcger 2 3 5 0 1 6 4
vagcrge 2 3 5 0 4 1 6
vagcreg 2 3 5 0 4 6 1
vagcegr 2 3 5 0 6 1 4
vagcerg 2 3 5 0 6 4 1
vaggcre 2 3 5 1 0 4 6
vaggcer 2 3 5 1 0 6 4
vaggrce 2 3 5 1 4 0 6
vaggrec 2 3 5 1 4 6 0
vaggecr 2 3 5 1 6 0 4
vaggerc 2 3 5 1 6 4 0
vagrcge 2 3 5 4 0 1 6
vagrceg 2 3 5 4 0 6 1
vagrgce 2 3 5 4 1 0 6
vagrgec 2 3 5 4 1 6 0
vagrecg 2 3 5 4 6 0 1
vagregc 2 3 5 4 6 1 0
vagecgr 2 3 5 6 0 1 4
vagecrg 2 3 5 6 0 4 1
vagegcr 2 3 5 6 1 0 4
vagegrc 2 3 5 6 1 4 0
vagercg 2 3 5 6 4 0 1
vagergc 2 3 5 6 4 1 0
vaecgrg 2 3 6 0 1 4 5
vaecggr 2 3 6 0 1 5 4
vaecrgg 2 3 6 0 4 1 5
vaecrgg 2 3 6 0 4 5 1
vaecggr 2 3 6 0 5 1 4
vaecgrg 2 3 6 0 5 4 1
vaegcrg 2 3 6 1 0 4 5
vaegcgr 2 3 6 1 0 5 4
vaegrcg 2 3 6 1 4 0 5
vaegrgc 2 3 6 1 4 5 0
vaeggcr 2 3 6 1 5 0 4
vaeggrc 2 3 6 1 5 4 0
vaercgg 2 3 6 4 0 1 5
vaercgg 2 3 6 4 0 5 1
vaergcg 2 3 6 4 1 0 5
vaerggc 2 3 6 4 1 5 0
vaergcg 2 3 6 4 5 0 1
vaerggc 2 3 6 4 5 1 0
vaegcgr 2 3 6 5 0 1 4
vaegcrg 2 3 6 5 0 4 1
vaeggcr 2 3 6 5 1 0 4
vaeggrc 2 3 6 5 1 4 0
vaegrcg 2 3 6 5 4 0 1
vaegrgc 2 3 6 5 4 1 0
vrcgage 2 4 0 1 3 5 6
vrcgaeg 2 4 0 1 3 6 5
vrcggae 2 4 0 1 5 3 6
vrcggea 2 4 0 1 5 6 3
vrcgeag 2 4 0 1 6 3 5
vrcgega 2 4 0 1 6 5 3
vrcagge 2 4 0 3 1 5 6
vrcageg 2 4 0 3 1 6 5
vrcagge 2 4 0 3 5 1 6
vrcageg 2 4 0 3 5 6 1
vrcaegg 2 4 0 3 6 1 5
vrcaegg 2 4 0 3 6 5 1
vrcggae 2 4 0 5 1 3 6
vrcggea 2 4 0 5 1 6 3
vrcgage 2 4 0 5 3 1 6
vrcgaeg 2 4 0 5 3 6 1
vrcgega 2 4 0 5 6 1 3
vrcgeag 2 4 0 5 6 3 1
vrcegag 2 4 0 6 1 3 5
vrcegga 2 4 0 6 1 5 3
vrceagg 2 4 0 6 3 1 5
vrceagg 2 4 0 6 3 5 1
vrcegga 2 4 0 6 5 1 3
vrcegag 2 4 0 6 5 3 1
vrgcage 2 4 1 0 3 5 6
vrgcaeg 2 4 1 0 3 6 5
vrgcgae 2 4 1 0 5 3 6
vrgcgea 2 4 1 0 5 6 3
vrgceag 2 4 1 0 6 3 5
vrgcega 2 4 1 0 6 5 3
vrgacge 2 4 1 3 0 5 6
vrgaceg 2 4 1 3 0 6 5
vrgagce 2 4 1 3 5 0 6
vrgagec 2 4 1 3 5 6 0
vrgaecg 2 4 1 3 6 0 5
vrgaegc 2 4 1 3 6 5 0
vrggcae 2 4 1 5 0 3 6
vrggcea 2 4 1 5 0 6 3
vrggace 2 4 1 5 3 0 6
vrggaec 2 4 1 5 3 6 0
vrggeca 2 4 1 5 6 0 3
vrggeac 2 4 1 5 6 3 0
vrgecag 2 4 1 6 0 3 5
vrgecga 2 4 1 6 0 5 3
vrgeacg 2 4 1 6 3 0 5
vrgeagc 2 4 1 6 3 5 0
vrgegca 2 4 1 6 5 0 3
vrgegac 2 4 1 6 5 3 0
vracgge 2 4 3 0 1 5 6
vracgeg 2 4 3 0 1 6 5
vracgge 2 4 3 0 5 1 6
vracgeg 2 4 3 0 5 6 1
vracegg 2 4 3 0 6 1 5
vracegg 2 4 3 0 6 5 1
vragcge 2 4 3 1 0 5 6
vragceg 2 4 3 1 0 6 5
vraggce 2 4 3 1 5 0 6
vraggec 2 4 3 1 5 6 0
vragecg 2 4 3 1 6 0 5
vragegc 2 4 3 1 6 5 0
vragcge 2 4 3 5 0 1 6
vragceg 2 4 3 5 0 6 1
vraggce 2 4 3 5 1 0 6
vraggec 2 4 3 5 1 6 0
vragecg 2 4 3 5 6 0 1
vragegc 2 4 3 5 6 1 0
vraecgg 2 4 3 6 0 1 5
vraecgg 2 4 3 6 0 5 1
vraegcg 2 4 3 6 1 0 5
vraeggc 2 4 3 6 1 5 0
vraegcg 2 4 3 6 5 0 1
vraeggc 2 4 3 6 5 1 0
vrgcgae 2 4 5 0 1 3 6
vrgcgea 2 4 5 0 1 6 3
vrgcage 2 4 5 0 3 1 6
vrgcaeg 2 4 5 0 3 6 1
vrgcega 2 4 5 0 6 1 3
vrgceag 2 4 5 0 6 3 1
vrggcae 2 4 5 1 0 3 6
vrggcea 2 4 5 1 0 6 3
vrggace 2 4 5 1 3 0 6
vrggaec 2 4 5 1 3 6 0
vrggeca 2 4 5 1 6 0 3
vrggeac 2 4 5 1 6 3 0
vrgacge 2 4 5 3 0 1 6
vrgaceg 2 4 5 3 0 6 1
vrgagce 2 4 5 3 1 0 6
vrgagec 2 4 5 3 1 6 0
vrgaecg 2 4 5 3 6 0 1
vrgaegc 2 4 5 3 6 1 0
vrgecga 2 4 5 6 0 1 3
vrgecag 2 4 5 6 0 3 1
vrgegca 2 4 5 6 1 0 3
vrgegac 2 4 5 6 1 3 0
vrgeacg 2 4 5 6 3 0 1
vrgeagc 2 4 5 6 3 1 0
vrecgag 2 4 6 0 1 3 5
vrecgga 2 4 6 0 1 5 3
vrecagg 2 4 6 0 3 1 5
vrecagg 2 4 6 0 3 5 1
vrecgga 2 4 6 0 5 1 3
vrecgag 2 4 6 0 5 3 1
vregcag 2 4 6 1 0 3 5
vregcga 2 4 6 1 0 5 3
vregacg 2 4 6 1 3 0 5
vregagc 2 4 6 1 3 5 0
vreggca 2 4 6 1 5 0 3
vreggac 2 4 6 1 5 3 0
vreacgg 2 4 6 3 0 1 5
vreacgg 2 4 6 3 0 5 1
vreagcg 2 4 6 3 1 0 5
vreaggc 2 4 6 3 1 5 0
vreagcg 2 4 6 3 5 0 1
vreaggc 2 4 6 3 5 1 0
vregcga 2 4 6 5 0 1 3
vregcag 2 4 6 5 0 3 1
vreggca 2 4 6 5 1 0 3
vreggac 2 4 6 5 1 3 0
vregacg 2 4 6 5 3 0 1
vregagc 2 4 6 5 3 1 0
vgcgare 2 5 0 1 3 4 6
vgcgaer 2 5 0 1 3 6 4
vgcgrae 2 5 0 1 4 3 6
vgcgrea 2 5 0 1 4 6 3
vgcgear 2 5 0 1 6 3 4
vgcgera 2 5 0 1 6 4 3
vgcagre 2 5 0 3 1 4 6
vgcager 2 5 0 3 1 6 4
vgcarge 2 5 0 3 4 1 6
vgcareg 2 5 0 3 4 6 1
vgcaegr 2 5 0 3 6 1 4
vgcaerg 2 5 0 3 6 4 1
vgcrgae 2 5 0 4 1 3 6
vgcrgea 2 5 0 4 1 6 3
vgcrage 2 5 0 4 3 1 6
vgcraeg 2 5 0 4 3 6 1
vgcrega 2 5 0 4 6 1 3
vgcreag 2 5 0 4 6 3 1
vgcegar 2 5 0 6 1 3 4
vgcegra 2 5 0 6 1 4 3
vgceagr 2 5 0 6 3 1 4
vgcearg 2 5 0 6 3 4 1
vgcerga 2 5 0 6 4 1 3
vgcerag 2 5 0 6 4 3 1
vggcare 2 5 1 0 3 4 6
vggcaer 2 5 1 0 3 6 4
vggcrae 2 5 1 0 4 3 6
vggcrea 2 5 1 0 4 6 3
vggcear 2 5 1 0 6 3 4
vggcera 2 5 1 0 6 4 3
vggacre 2 5 1 3 0 4 6
vggacer 2 5 1 3 0 6 4
vggarce 2 5 1 3 4 0 6
vggarec 2 5 1 3 4 6 0
vggaecr 2 5 1 3 6 0 4
vggaerc 2 5 1 3 6 4 0
vggrcae 2 5 1 4 0 3 6
vggrcea 2 5 1 4 0 6 3
vggrace 2 5 1 4 3 0 6
vggraec 2 5 1 4 3 6 0
vggreca 2 5 1 4 6 0 3
vggreac 2 5 1 4 6 3 0
vggecar 2 5 1 6 0 3 4
vggecra 2 5 1 6 0 4 3
vggeacr 2 5 1 6 3 0 4
vggearc 2 5 1 6 3 4 0
vggerca 2 5 1 6 4 0 3
vggerac 2 5 1 6 4 3 0
vgacgre 2 5 3 0 1 4 6
vgacger 2 5 3 0 1 6 4
vgacrge 2 5 3 0 4 1 6
vgacreg 2 5 3 0 4 6 1
vgacegr 2 5 3 0 6 1 4
vgacerg 2 5 3 0 6 4 1
vgagcre 2 5 3 1 0 4 6
vgagcer 2 5 3 1 0 6 4
vgagrce 2 5 3 1 4 0 6
vgagrec 2 5 3 1 4 6 0
vgagecr 2 5 3 1 6 0 4
vgagerc 2 5 3 1 6 4 0
vgarcge 2 5 3 4 0 1 6
vgarceg 2 5 3 4 0 6 1
vgargce 2 5 3 4 1 0 6
vgargec 2 5 3 4 1 6 0
vgarecg 2 5 3 4 6 0 1
vgaregc 2 5 3 4 6 1 0
vgaecgr 2 5 3 6 0 1 4
vgaecrg 2 5 3 6 0 4 1
vgaegcr 2 5 3 6 1 0 4
vgaegrc 2 5 3 6 1 4 0
vgaercg 2 5 3 6 4 0 1
vgaergc 2 5 3 6 4 1 0
vgrcgae 2 5 4 0 1 3 6
vgrcgea 2 5 4 0 1 6 3
vgrcage 2 5 4 0 3 1 6
vgrcaeg 2 5 4 0 3 6 1
vgrcega 2 5 4 0 6 1 3
vgrceag 2 5 4 0 6 3 1
vgrgcae 2 5 4 1 0 3 6
vgrgcea 2 5 4 1 0 6 3
vgrgace 2 5 4 1 3 0 6
vgrgaec 2 5 4 1 3 6 0
vgrgeca 2 5 4 1 6 0 3
vgrgeac 2 5 4 1 6 3 0
vgracge 2 5 4 3 0 1 6
vgraceg 2 5 4 3 0 6 1
vgragce 2 5 4 3 1 0 6
vgragec 2 5 4 3 1 6 0
vgraecg 2 5 4 3 6 0 1
vgraegc 2 5 4 3 6 1 0
vgrecga 2 5 4 6 0 1 3
vgrecag 2 5 4 6 0 3 1
vgregca 2 5 4 6 1 0 3
vgregac 2 5 4 6 1 3 0
vgreacg 2 5 4 6 3 0 1
vgreagc 2 5 4 6 3 1 0
vgecgar 2 5 6 0 1 3 4
vgecgra 2 5 6 0 1 4 3
vgecagr 2 5 6 0 3 1 4
vgecarg 2 5 6 0 3 4 1
vgecrga 2 5 6 0 4 1 3
vgecrag 2 5 6 0 4 3 1
vgegcar 2 5 6 1 0 3 4
vgegcra 2 5 6 1 0 4 3
vgegacr 2 5 6 1 3 0 4
vgegarc 2 5 6 1 3 4 0
vgegrca 2 5 6 1 4 0 3
vgegrac 2 5 6 1 4 3 0
vgeacgr 2 5 6 3 0 1 4
vgeacrg 2 5 6 3 0 4 1
vgeagcr 2 5 6 3 1 0 4
vgeagrc 2 5 6 3 1 4 0
vgearcg 2 5 6 3 4 0 1
vgeargc 2 5 6 3 4 1 0
vgercga 2 5 6 4 0 1 3
vgercag 2 5 6 4 0 3 1
vgergca 2 5 6 4 1 0 3
vgergac 2 5 6 4 1 3 0
vgeracg 2 5 6 4 3 0 1
vgeragc 2 5 6 4 3 1 0
vecgarg 2 6 0 1 3 4 5
vecgagr 2 6 0 1 3 5 4
vecgrag 2 6 0 1 4 3 5
vecgrga 2 6 0 1 4 5 3
vecggar 2 6 0 1 5 3 4
vecggra 2 6 0 1 5 4 3
vecagrg 2 6 0 3 1 4 5
vecaggr 2 6 0 3 1 5 4
vecargg 2 6 0 3 4 1 5
vecargg 2 6 0 3 4 5 1
vecaggr 2 6 0 3 5 1 4
vecagrg 2 6 0 3 5 4 1
vecrgag 2 6 0 4 1 3 5
vecrgga 2 6 0 4 1 5 3
vecragg 2 6 0 4 3 1 5
vecragg 2 6 0 4 3 5 1
vecrgga 2 6 0 4 5 1 3
vecrgag 2 6 0 4 5 3 1
vecggar 2 6 0 5 1 3 4
vecggra 2 6 0 5 1 4 3
vecgagr 2 6 0 5 3 1 4
vecgarg 2 6 0 5 3 4 1
vecgrga 2 6 0 5 4 1 3
vecgrag 2 6 0 5 4 3 1
vegcarg 2 6 1 0 3 4 5
vegcagr 2 6 1 0 3 5 4
vegcrag 2 6 1 0 4 3 5
vegcrga 2 6 1 0 4 5 3
vegcgar 2 6 1 0 5 3 4
vegcgra 2 6 1 0 5 4 3
vegacrg 2 6 1 3 0 4 5
vegacgr 2 6 1 3 0 5 4
vegarcg 2 6 1 3 4 0 5
vegargc 2 6 1 3 4 5 0
vegagcr 2 6 1 3 5 0 4
vegagrc 2 6 1 3 5 4 0
vegrcag 2 6 1 4 0 3 5
vegrcga 2 6 1 4 0 5 3
vegracg 2 6 1 4 3 0 5
vegragc 2 6 1 4 3 5 0
vegrgca 2 6 1 4 5 0 3
vegrgac 2 6 1 4 5 3 0
veggcar 2 6 1 5 0 3 4
veggcra 2 6 1 5 0 4 3
veggacr 2 6 1 5 3 0 4
veggarc 2 6 1 5 3 4 0
veggrca 2 6 1 5 4 0 3
veggrac 2 6 1 5 4 3 0
veacgrg 2 6 3 0 1 4 5
veacggr 2 6 3 0 1 5 4
veacrgg 2 6 3 0 4 1 5
veacrgg 2 6 3 0 4 5 1
veacggr 2 6 3 0 5 1 4
veacgrg 2 6 3 0 5 4 1
veagcrg 2 6 3 1 0 4 5
veagcgr 2 6 3 1 0 5 4
veagrcg 2 6 3 1 4 0 5
veagrgc 2 6 3 1 4 5 0
veaggcr 2 6 3 1 5 0 4
veaggrc 2 6 3 1 5 4 0
vearcgg 2 6 3 4 0 1 5
vearcgg 2 6 3 4 0 5 1
veargcg 2 6 3 4 1 0 5
vearggc 2 6 3 4 1 5 0
veargcg 2 6 3 4 5 0 1
vearggc 2 6 3 4 5 1 0
veagcgr 2 6 3 5 0 1 4
veagcrg 2 6 3 5 0 4 1
veaggcr 2 6 3 5 1 0 4
veaggrc 2 6 3 5 1 4 0
veagrcg 2 6 3 5 4 0 1
veagrgc 2 6 3 5 4 1 0
vercgag 2 6 4 0 1 3 5
