Shift: 11
lpejapn 0 1 2 3 4 5 6
pnalpej 1 6 4 0 5 2 3
pnalpje 1 6 4 0 5 3 2
pnaeljp 1 6 4 2 0 3 5
pnaelpj 1 6 4 2 0 5 3
pnaejlp 1 6 4 2 3 0 5
pnaejpl 1 6 4 2 3 5 0
pnaeplj 1 6 4 2 5 0 3
pnaepjl 1 6 4 2 5 3 0
pnajlep 1 6 4 3 0 2 5
pnajlpe 1 6 4 3 0 5 2
pnajelp 1 6 4 3 2 0 5
pnajepl 1 6 4 3 2 5 0
pnajple 1 6 4 3 5 0 2
pnajpel 1 6 4 3 5 2 0
pnaplej 1 6 4 5 0 2 3
pnaplje 1 6 4 5 0 3 2
pnapelj 1 6 4 5 2 0 3
pnapejl 1 6 4 5 2 3 0
pnapjle 1 6 4 5 3 0 2
pnapjel 1 6 4 5 3 2 0
pnpleja 1 6 5 0 2 3 4
pnpleaj 1 6 5 0 2 4 3
pnpljea 1 6 5 0 3 2 4
pnpljae 1 6 5 0 3 4 2
pnplaej 1 6 5 0 4 2 3
pnplaje 1 6 5 0 4 3 2
pnpelja 1 6 5 2 0 3 4
pnpelaj 1 6 5 2 0 4 3
pnpejla 1 6 5 2 3 0 4
pnpejal 1 6 5 2 3 4 0
pnpealj 1 6 5 2 4 0 3
pnpeajl 1 6 5 2 4 3 0
pnpjlea 1 6 5 3 0 2 4
pnpjlae 1 6 5 3 0 4 2
pnpjela 1 6 5 3 2 0 4
pnpjeal 1 6 5 3 2 4 0
pnpjale 1 6 5 3 4 0 2
pnpjael 1 6 5 3 4 2 0
pnpalej 1 6 5 4 0 2 3
pnpalje 1 6 5 4 0 3 2
pnpaelj 1 6 5 4 2 0 3
pnpaejl 1 6 5 4 2 3 0
pnpajle 1 6 5 4 3 0 2
pnpajel 1 6 5 4 3 2 0
elpjapn 2 0 1 3 4 5 6
elpjanp 2 0 1 3 4 6 5
elpjpan 2 0 1 3 5 4 6
elpjpna 2 0 1 3 5 6 4
elpjnap 2 0 1 3 6 4 5
elpjnpa 2 0 1 3 6 5 4
elpajpn 2 0 1 4 3 5 6
elpajnp 2 0 1 4 3 6 5
elpapjn 2 0 1 4 5 3 6
elpapnj 2 0 1 4 5 6 3
elpanjp 2 0 1 4 6 3 5
elpanpj 2 0 1 4 6 5 3
elppjan 2 0 1 5 3 4 6
elppjna 2 0 1 5 3 6 4
elppajn 2 0 1 5 4 3 6
elppanj 2 0 1 5 4 6 3
elppnja 2 0 1 5 6 3 4
elppnaj 2 0 1 5 6 4 3
elpnjap 2 0 1 6 3 4 5
elpnjpa 2 0 1 6 3 5 4
elpnajp 2 0 1 6 4 3 5
elpnapj 2 0 1 6 4 5 3
elpnpja 2 0 1 6 5 3 4
elpnpaj 2 0 1 6 5 4 3
eljpapn 2 0 3 1 4 5 6
eljpanp 2 0 3 1 4 6 5
eljppan 2 0 3 1 5 4 6
eljppna 2 0 3 1 5 6 4
eljpnap 2 0 3 1 6 4 5
eljpnpa 2 0 3 1 6 5 4
eljappn 2 0 3 4 1 5 6
eljapnp 2 0 3 4 1 6 5
eljappn 2 0 3 4 5 1 6
eljapnp 2 0 3 4 5 6 1
eljanpp 2 0 3 4 6 1 5
eljanpp 2 0 3 4 6 5 1
eljppan 2 0 3 5 1 4 6
eljppna 2 0 3 5 1 6 4
eljpapn 2 0 3 5 4 1 6
eljpanp 2 0 3 5 4 6 1
eljpnpa 2 0 3 5 6 1 4
eljpnap 2 0 3 5 6 4 1
eljnpap 2 0 3 6 1 4 5
eljnppa 2 0 3 6 1 5 4
eljnapp 2 0 3 6 4 1 5
eljnapp 2 0 3 6 4 5 1
eljnppa 2 0 3 6 5 1 4
eljnpap 2 0 3 6 5 4 1
elapjpn 2 0 4 1 3 5 6
elapjnp 2 0 4 1 3 6 5
elappjn 2 0 4 1 5 3 6
elappnj 2 0 4 1 5 6 3
elapnjp 2 0 4 1 6 3 5
elapnpj 2 0 4 1 6 5 3
elajppn 2 0 4 3 1 5 6
elajpnp 2 0 4 3 1 6 5
elajppn 2 0 4 3 5 1 6
elajpnp 2 0 4 3 5 6 1
elajnpp 2 0 4 3 6 1 5
elajnpp 2 0 4 3 6 5 1
elappjn 2 0 4 5 1 3 6
elappnj 2 0 4 5 1 6 3
elapjpn 2 0 4 5 3 1 6
elapjnp 2 0 4 5 3 6 1
elapnpj 2 0 4 5 6 1 3
elapnjp 2 0 4 5 6 3 1
elanpjp 2 0 4 6 1 3 5
elanppj 2 0 4 6 1 5 3
elanjpp 2 0 4 6 3 1 5
elanjpp 2 0 4 6 3 5 1
elanppj 2 0 4 6 5 1 3
elanpjp 2 0 4 6 5 3 1
elppjan 2 0 5 1 3 4 6
elppjna 2 0 5 1 3 6 4
elppajn 2 0 5 1 4 3 6
elppanj 2 0 5 1 4 6 3
elppnja 2 0 5 1 6 3 4
elppnaj 2 0 5 1 6 4 3
elpjpan 2 0 5 3 1 4 6
elpjpna 2 0 5 3 1 6 4
elpjapn 2 0 5 3 4 1 6
elpjanp 2 0 5 3 4 6 1
elpjnpa 2 0 5 3 6 1 4
elpjnap 2 0 5 3 6 4 1
elpapjn 2 0 5 4 1 3 6
elpapnj 2 0 5 4 1 6 3
elpajpn 2 0 5 4 3 1 6
elpajnp 2 0 5 4 3 6 1
elpanpj 2 0 5 4 6 1 3
elpanjp 2 0 5 4 6 3 1
elpnpja 2 0 5 6 1 3 4
elpnpaj 2 0 5 6 1 4 3
elpnjpa 2 0 5 6 3 1 4
elpnjap 2 0 5 6 3 4 1
elpnapj 2 0 5 6 4 1 3
elpnajp 2 0 5 6 4 3 1
elnpjap 2 0 6 1 3 4 5
elnpjpa 2 0 6 1 3 5 4
elnpajp 2 0 6 1 4 3 5
elnpapj 2 0 6 1 4 5 3
elnppja 2 0 6 1 5 3 4
elnppaj 2 0 6 1 5 4 3
elnjpap 2 0 6 3 1 4 5
elnjppa 2 0 6 3 1 5 4
elnjapp 2 0 6 3 4 1 5
elnjapp 2 0 6 3 4 5 1
elnjppa 2 0 6 3 5 1 4
elnjpap 2 0 6 3 5 4 1
elnapjp 2 0 6 4 1 3 5
elnappj 2 0 6 4 1 5 3
elnajpp 2 0 6 4 3 1 5
elnajpp 2 0 6 4 3 5 1
elnappj 2 0 6 4 5 1 3
elnapjp 2 0 6 4 5 3 1
elnppja 2 0 6 5 1 3 4
elnppaj 2 0 6 5 1 4 3
elnpjpa 2 0 6 5 3 1 4
elnpjap 2 0 6 5 3 4 1
elnpapj 2 0 6 5 4 1 3
elnpajp 2 0 6 5 4 3 1
epljapn 2 1 0 3 4 5 6
epljanp 2 1 0 3 4 6 5
epljpan 2 1 0 3 5 4 6
epljpna 2 1 0 3 5 6 4
epljnap 2 1 0 3 6 4 5
epljnpa 2 1 0 3 6 5 4
eplajpn 2 1 0 4 3 5 6
eplajnp 2 1 0 4 3 6 5
eplapjn 2 1 0 4 5 3 6
eplapnj 2 1 0 4 5 6 3
eplanjp 2 1 0 4 6 3 5
eplanpj 2 1 0 4 6 5 3
eplpjan 2 1 0 5 3 4 6
eplpjna 2 1 0 5 3 6 4
eplpajn 2 1 0 5 4 3 6
eplpanj 2 1 0 5 4 6 3
eplpnja 2 1 0 5 6 3 4
eplpnaj 2 1 0 5 6 4 3
eplnjap 2 1 0 6 3 4 5
eplnjpa 2 1 0 6 3 5 4
eplnajp 2 1 0 6 4 3 5
eplnapj 2 1 0 6 4 5 3
eplnpja 2 1 0 6 5 3 4
eplnpaj 2 1 0 6 5 4 3
epjlapn 2 1 3 0 4 5 6
epjlanp 2 1 3 0 4 6 5
epjlpan 2 1 3 0 5 4 6
epjlpna 2 1 3 0 5 6 4
epjlnap 2 1 3 0 6 4 5
epjlnpa 2 1 3 0 6 5 4
epjalpn 2 1 3 4 0 5 6
epjalnp 2 1 3 4 0 6 5
epjapln 2 1 3 4 5 0 6
epjapnl 2 1 3 4 5 6 0
epjanlp 2 1 3 4 6 0 5
epjanpl 2 1 3 4 6 5 0
epjplan 2 1 3 5 0 4 6
epjplna 2 1 3 5 0 6 4
epjpaln 2 1 3 5 4 0 6
epjpanl 2 1 3 5 4 6 0
epjpnla 2 1 3 5 6 0 4
epjpnal 2 1 3 5 6 4 0
epjnlap 2 1 3 6 0 4 5
epjnlpa 2 1 3 6 0 5 4
epjnalp 2 1 3 6 4 0 5
epjnapl 2 1 3 6 4 5 0
epjnpla 2 1 3 6 5 0 4
epjnpal 2 1 3 6 5 4 0
epaljpn 2 1 4 0 3 5 6
epaljnp 2 1 4 0 3 6 5
epalpjn 2 1 4 0 5 3 6
epalpnj 2 1 4 0 5 6 3
epalnjp 2 1 4 0 6 3 5
epalnpj 2 1 4 0 6 5 3
epajlpn 2 1 4 3 0 5 6
epajlnp 2 1 4 3 0 6 5
epajpln 2 1 4 3 5 0 6
epajpnl 2 1 4 3 5 6 0
epajnlp 2 1 4 3 6 0 5
epajnpl 2 1 4 3 6 5 0
epapljn 2 1 4 5 0 3 6
epaplnj 2 1 4 5 0 6 3
epapjln 2 1 4 5 3 0 6
epapjnl 2 1 4 5 3 6 0
epapnlj 2 1 4 5 6 0 3
epapnjl 2 1 4 5 6 3 0
epanljp 2 1 4 6 0 3 5
epanlpj 2 1 4 6 0 5 3
epanjlp 2 1 4 6 3 0 5
epanjpl 2 1 4 6 3 5 0
epanplj 2 1 4 6 5 0 3
epanpjl 2 1 4 6 5 3 0
eppljan 2 1 5 0 3 4 6
eppljna 2 1 5 0 3 6 4
epplajn 2 1 5 0 4 3 6
epplanj 2 1 5 0 4 6 3
epplnja 2 1 5 0 6 3 4
epplnaj 2 1 5 0 6 4 3
eppjlan 2 1 5 3 0 4 6
eppjlna 2 1 5 3 0 6 4
eppjaln 2 1 5 3 4 0 6
eppjanl 2 1 5 3 4 6 0
eppjnla 2 1 5 3 6 0 4
eppjnal 2 1 5 3 6 4 0
eppaljn 2 1 5 4 0 3 6
eppalnj 2 1 5 4 0 6 3
eppajln 2 1 5 4 3 0 6
eppajnl 2 1 5 4 3 6 0
eppanlj 2 1 5 4 6 0 3
eppanjl 2 1 5 4 6 3 0
eppnlja 2 1 5 6 0 3 4
eppnlaj 2 1 5 6 0 4 3
eppnjla 2 1 5 6 3 0 4
eppnjal 2 1 5 6 3 4 0
eppnalj 2 1 5 6 4 0 3
eppnajl 2 1 5 6 4 3 0
epnljap 2 1 6 0 3 4 5
epnljpa 2 1 6 0 3 5 4
epnlajp 2 1 6 0 4 3 5
epnlapj 2 1 6 0 4 5 3
epnlpja 2 1 6 0 5 3 4
epnlpaj 2 1 6 0 5 4 3
epnjlap 2 1 6 3 0 4 5
epnjlpa 2 1 6 3 0 5 4
epnjalp 2 1 6 3 4 0 5
epnjapl 2 1 6 3 4 5 0
epnjpla 2 1 6 3 5 0 4
epnjpal 2 1 6 3 5 4 0
epnaljp 2 1 6 4 0 3 5
epnalpj 2 1 6 4 0 5 3
epnajlp 2 1 6 4 3 0 5
epnajpl 2 1 6 4 3 5 0
epnaplj 2 1 6 4 5 0 3
epnapjl 2 1 6 4 5 3 0
epnplja 2 1 6 5 0 3 4
epnplaj 2 1 6 5 0 4 3
epnpjla 2 1 6 5 3 0 4
epnpjal 2 1 6 5 3 4 0
epnpalj 2 1 6 5 4 0 3
epnpajl 2 1 6 5 4 3 0
ejlpapn 2 3 0 1 4 5 6
ejlpanp 2 3 0 1 4 6 5
ejlppan 2 3 0 1 5 4 6
ejlppna 2 3 0 1 5 6 4
ejlpnap 2 3 0 1 6 4 5
ejlpnpa 2 3 0 1 6 5 4
ejlappn 2 3 0 4 1 5 6
ejlapnp 2 3 0 4 1 6 5
ejlappn 2 3 0 4 5 1 6
ejlapnp 2 3 0 4 5 6 1
ejlanpp 2 3 0 4 6 1 5
ejlanpp 2 3 0 4 6 5 1
ejlppan 2 3 0 5 1 4 6
ejlppna 2 3 0 5 1 6 4
ejlpapn 2 3 0 5 4 1 6
ejlpanp 2 3 0 5 4 6 1
ejlpnpa 2 3 0 5 6 1 4
ejlpnap 2 3 0 5 6 4 1
ejlnpap 2 3 0 6 1 4 5
ejlnppa 2 3 0 6 1 5 4
ejlnapp 2 3 0 6 4 1 5
ejlnapp 2 3 0 6 4 5 1
ejlnppa 2 3 0 6 5 1 4
ejlnpap 2 3 0 6 5 4 1
ejplapn 2 3 1 0 4 5 6
ejplanp 2 3 1 0 4 6 5
ejplpan 2 3 1 0 5 4 6
ejplpna 2 3 1 0 5 6 4
ejplnap 2 3 1 0 6 4 5
ejplnpa 2 3 1 0 6 5 4
ejpalpn 2 3 1 4 0 5 6
ejpalnp 2 3 1 4 0 6 5
ejpapln 2 3 1 4 5 0 6
ejpapnl 2 3 1 4 5 6 0
ejpanlp 2 3 1 4 6 0 5
ejpanpl 2 3 1 4 6 5 0
ejpplan 2 3 1 5 0 4 6
ejpplna 2 3 1 5 0 6 4
ejppaln 2 3 1 5 4 0 6
ejppanl 2 3 1 5 4 6 0
ejppnla 2 3 1 5 6 0 4
ejppnal 2 3 1 5 6 4 0
ejpnlap 2 3 1 6 0 4 5
ejpnlpa 2 3 1 6 0 5 4
ejpnalp 2 3 1 6 4 0 5
ejpnapl 2 3 1 6 4 5 0
ejpnpla 2 3 1 6 5 0 4
ejpnpal 2 3 1 6 5 4 0
ejalppn 2 3 4 0 1 5 6
ejalpnp 2 3 4 0 1 6 5
ejalppn 2 3 4 0 5 1 6
ejalpnp 2 3 4 0 5 6 1
ejalnpp 2 3 4 0 6 1 5
ejalnpp 2 3 4 0 6 5 1
ejaplpn 2 3 4 1 0 5 6
ejaplnp 2 3 4 1 0 6 5
ejappln 2 3 4 1 5 0 6
ejappnl 2 3 4 1 5 6 0
ejapnlp 2 3 4 1 6 0 5
ejapnpl 2 3 4 1 6 5 0
ejaplpn 2 3 4 5 0 1 6
ejaplnp 2 3 4 5 0 6 1
ejappln 2 3 4 5 1 0 6
ejappnl 2 3 4 5 1 6 0
ejapnlp 2 3 4 5 6 0 1
ejapnpl 2 3 4 5 6 1 0
ejanlpp 2 3 4 6 0 1 5
ejanlpp 2 3 4 6 0 5 1
ejanplp 2 3 4 6 1 0 5
ejanppl 2 3 4 6 1 5 0
ejanplp 2 3 4 6 5 0 1
ejanppl 2 3 4 6 5 1 0
ejplpan 2 3 5 0 1 4 6
ejplpna 2 3 5 0 1 6 4
ejplapn 2 3 5 0 4 1 6
ejplanp 2 3 5 0 4 6 1
ejplnpa 2 3 5 0 6 1 4
ejplnap 2 3 5 0 6 4 1
ejpplan 2 3 5 1 0 4 6
ejpplna 2 3 5 1 0 6 4
ejppaln 2 3 5 1 4 0 6
ejppanl 2 3 5 1 4 6 0
ejppnla 2 3 5 1 6 0 4
ejppnal 2 3 5 1 6 4 0
ejpalpn 2 3 5 4 0 1 6
ejpalnp 2 3 5 4 0 6 1
ejpapln 2 3 5 4 1 0 6
ejpapnl 2 3 5 4 1 6 0
ejpanlp 2 3 5 4 6 0 1
ejpanpl 2 3 5 4 6 1 0
ejpnlpa 2 3 5 6 0 1 4
ejpnlap 2 3 5 6 0 4 1
ejpnpla 2 3 5 6 1 0 4
ejpnpal 2 3 5 6 1 4 0
ejpnalp 2 3 5 6 4 0 1
ejpnapl 2 3 5 6 4 1 0
ejnlpap 2 3 6 0 1 4 5
ejnlppa 2 3 6 0 1 5 4
ejnlapp 2 3 6 0 4 1 5
ejnlapp 2 3 6 0 4 5 1
ejnlppa 2 3 6 0 5 1 4
ejnlpap 2 3 6 0 5 4 1
ejnplap 2 3 6 1 0 4 5
ejnplpa 2 3 6 1 0 5 4
ejnpalp 2 3 6 1 4 0 5
ejnpapl 2 3 6 1 4 5 0
ejnppla 2 3 6 1 5 0 4
ejnppal 2 3 6 1 5 4 0
ejnalpp 2 3 6 4 0 1 5
ejnalpp 2 3 6 4 0 5 1
ejnaplp 2 3 6 4 1 0 5
ejnappl 2 3 6 4 1 5 0
ejnaplp 2 3 6 4 5 0 1
ejnappl 2 3 6 4 5 1 0
ejnplpa 2 3 6 5 0 1 4
ejnplap 2 3 6 5 0 4 1
ejnppla 2 3 6 5 1 0 4
ejnppal 2 3 6 5 1 4 0
ejnpalp 2 3 6 5 4 0 1
ejnpapl 2 3 6 5 4 1 0
ealpjpn 2 4 0 1 3 5 6
ealpjnp 2 4 0 1 3 6 5
ealppjn 2 4 0 1 5 3 6
ealppnj 2 4 0 1 5 6 3
ealpnjp 2 4 0 1 6 3 5
ealpnpj 2 4 0 1 6 5 3
ealjppn 2 4 0 3 1 5 6
ealjpnp 2 4 0 3 1 6 5
ealjppn 2 4 0 3 5 1 6
ealjpnp 2 4 0 3 5 6 1
ealjnpp 2 4 0 3 6 1 5
ealjnpp 2 4 0 3 6 5 1
ealppjn 2 4 0 5 1 3 6
ealppnj 2 4 0 5 1 6 3
ealpjpn 2 4 0 5 3 1 6
ealpjnp 2 4 0 5 3 6 1
ealpnpj 2 4 0 5 6 1 3
ealpnjp 2 4 0 5 6 3 1
ealnpjp 2 4 0 6 1 3 5
ealnppj 2 4 0 6 1 5 3
ealnjpp 2 4 0 6 3 1 5
ealnjpp 2 4 0 6 3 5 1
ealnppj 2 4 0 6 5 1 3
ealnpjp 2 4 0 6 5 3 1
eapljpn 2 4 1 0 3 5 6
eapljnp 2 4 1 0 3 6 5
eaplpjn 2 4 1 0 5 3 6
eaplpnj 2 4 1 0 5 6 3
eaplnjp 2 4 1 0 6 3 5
eaplnpj 2 4 1 0 6 5 3
eapjlpn 2 4 1 3 0 5 6
eapjlnp 2 4 1 3 0 6 5
eapjpln 2 4 1 3 5 0 6
eapjpnl 2 4 1 3 5 6 0
eapjnlp 2 4 1 3 6 0 5
eapjnpl 2 4 1 3 6 5 0
eappljn 2 4 1 5 0 3 6
eapplnj 2 4 1 5 0 6 3
eappjln 2 4 1 5 3 0 6
eappjnl 2 4 1 5 3 6 0
eappnlj 2 4 1 5 6 0 3
eappnjl 2 4 1 5 6 3 0
eapnljp 2 4 1 6 0 3 5
eapnlpj 2 4 1 6 0 5 3
eapnjlp 2 4 1 6 3 0 5
eapnjpl 2 4 1 6 3 5 0
eapnplj 2 4 1 6 5 0 3
eapnpjl 2 4 1 6 5 3 0
eajlppn 2 4 3 0 1 5 6
eajlpnp 2 4 3 0 1 6 5
eajlppn 2 4 3 0 5 1 6
eajlpnp 2 4 3 0 5 6 1
eajlnpp 2 4 3 0 6 1 5
eajlnpp 2 4 3 0 6 5 1
eajplpn 2 4 3 1 0 5 6
eajplnp 2 4 3 1 0 6 5
eajppln 2 4 3 1 5 0 6
eajppnl 2 4 3 1 5 6 0
eajpnlp 2 4 3 1 6 0 5
eajpnpl 2 4 3 1 6 5 0
eajplpn 2 4 3 5 0 1 6
eajplnp 2 4 3 5 0 6 1
eajppln 2 4 3 5 1 0 6
eajppnl 2 4 3 5 1 6 0
eajpnlp 2 4 3 5 6 0 1
eajpnpl 2 4 3 5 6 1 0
eajnlpp 2 4 3 6 0 1 5
eajnlpp 2 4 3 6 0 5 1
eajnplp 2 4 3 6 1 0 5
eajnppl 2 4 3 6 1 5 0
eajnplp 2 4 3 6 5 0 1
eajnppl 2 4 3 6 5 1 0
eaplpjn 2 4 5 0 1 3 6
eaplpnj 2 4 5 0 1 6 3
eapljpn 2 4 5 0 3 1 6
eapljnp 2 4 5 0 3 6 1
eaplnpj 2 4 5 0 6 1 3
eaplnjp 2 4 5 0 6 3 1
eappljn 2 4 5 1 0 3 6
eapplnj 2 4 5 1 0 6 3
eappjln 2 4 5 1 3 0 6
eappjnl 2 4 5 1 3 6 0
eappnlj 2 4 5 1 6 0 3
eappnjl 2 4 5 1 6 3 0
eapjlpn 2 4 5 3 0 1 6
eapjlnp 2 4 5 3 0 6 1
eapjpln 2 4 5 3 1 0 6
eapjpnl 2 4 5 3 1 6 0
eapjnlp 2 4 5 3 6 0 1
eapjnpl 2 4 5 3 6 1 0
eapnlpj 2 4 5 6 0 1 3
eapnljp 2 4 5 6 0 3 1
eapnplj 2 4 5 6 1 0 3
eapnpjl 2 4 5 6 1 3 0
eapnjlp 2 4 5 6 3 0 1
eapnjpl 2 4 5 6 3 1 0
eanlpjp 2 4 6 0 1 3 5
eanlppj 2 4 6 0 1 5 3
eanljpp 2 4 6 0 3 1 5
eanljpp 2 4 6 0 3 5 1
eanlppj 2 4 6 0 5 1 3
eanlpjp 2 4 6 0 5 3 1
eanpljp 2 4 6 1 0 3 5
eanplpj 2 4 6 1 0 5 3
eanpjlp 2 4 6 1 3 0 5
eanpjpl 2 4 6 1 3 5 0
eanpplj 2 4 6 1 5 0 3
eanppjl 2 4 6 1 5 3 0
eanjlpp 2 4 6 3 0 1 5
eanjlpp 2 4 6 3 0 5 1
eanjplp 2 4 6 3 1 0 5
eanjppl 2 4 6 3 1 5 0
eanjplp 2 4 6 3 5 0 1
eanjppl 2 4 6 3 5 1 0
eanplpj 2 4 6 5 0 1 3
eanpljp 2 4 6 5 0 3 1
eanpplj 2 4 6 5 1 0 3
eanppjl 2 4 6 5 1 3 0
eanpjlp 2 4 6 5 3 0 1
eanpjpl 2 4 6 5 3 1 0
eplpjan 2 5 0 1 3 4 6
eplpjna 2 5 0 1 3 6 4
eplpajn 2 5 0 1 4 3 6
eplpanj 2 5 0 1 4 6 3
eplpnja 2 5 0 1 6 3 4
eplpnaj 2 5 0 1 6 4 3
epljpan 2 5 0 3 1 4 6
epljpna 2 5 0 3 1 6 4
epljapn 2 5 0 3 4 1 6
epljanp 2 5 0 3 4 6 1
epljnpa 2 5 0 3 6 1 4
epljnap 2 5 0 3 6 4 1
eplapjn 2 5 0 4 1 3 6
eplapnj 2 5 0 4 1 6 3
eplajpn 2 5 0 4 3 1 6
eplajnp 2 5 0 4 3 6 1
eplanpj 2 5 0 4 6 1 3
eplanjp 2 5 0 4 6 3 1
eplnpja 2 5 0 6 1 3 4
eplnpaj 2 5 0 6 1 4 3
eplnjpa 2 5 0 6 3 1 4
eplnjap 2 5 0 6 3 4 1
eplnapj 2 5 0 6 4 1 3
eplnajp 2 5 0 6 4 3 1
eppljan 2 5 1 0 3 4 6
eppljna 2 5 1 0 3 6 4
epplajn 2 5 1 0 4 3 6
epplanj 2 5 1 0 4 6 3
epplnja 2 5 1 0 6 3 4
epplnaj 2 5 1 0 6 4 3
eppjlan 2 5 1 3 0 4 6
eppjlna 2 5 1 3 0 6 4
eppjaln 2 5 1 3 4 0 6
eppjanl 2 5 1 3 4 6 0
eppjnla 2 5 1 3 6 0 4
eppjnal 2 5 1 3 6 4 0
eppaljn 2 5 1 4 0 3 6
eppalnj 2 5 1 4 0 6 3
eppajln 2 5 1 4 3 0 6
eppajnl 2 5 1 4 3 6 0
eppanlj 2 5 1 4 6 0 3
eppanjl 2 5 1 4 6 3 0
eppnlja 2 5 1 6 0 3 4
eppnlaj 2 5 1 6 0 4 3
eppnjla 2 5 1 6 3 0 4
eppnjal 2 5 1 6 3 4 0
eppnalj 2 5 1 6 4 0 3
eppnajl 2 5 1 6 4 3 0
epjlpan 2 5 3 0 1 4 6
epjlpna 2 5 3 0 1 6 4
epjlapn 2 5 3 0 4 1 6
epjlanp 2 5 3 0 4 6 1
epjlnpa 2 5 3 0 6 1 4
epjlnap 2 5 3 0 6 4 1
epjplan 2 5 3 1 0 4 6
epjplna 2 5 3 1 0 6 4
epjpaln 2 5 3 1 4 0 6
epjpanl 2 5 3 1 4 6 0
epjpnla 2 5 3 1 6 0 4
epjpnal 2 5 3 1 6 4 0
epjalpn 2 5 3 4 0 1 6
epjalnp 2 5 3 4 0 6 1
epjapln 2 5 3 4 1 0 6
epjapnl 2 5 3 4 1 6 0
epjanlp 2 5 3 4 6 0 1
epjanpl 2 5 3 4 6 1 0
epjnlpa 2 5 3 6 0 1 4
epjnlap 2 5 3 6 0 4 1
epjnpla 2 5 3 6 1 0 4
epjnpal 2 5 3 6 1 4 0
epjnalp 2 5 3 6 4 0 1
epjnapl 2 5 3 6 4 1 0
epalpjn 2 5 4 0 1 3 6
epalpnj 2 5 4 0 1 6 3
epaljpn 2 5 4 0 3 1 6
epaljnp 2 5 4 0 3 6 1
epalnpj 2 5 4 0 6 1 3
epalnjp 2 5 4 0 6 3 1
epapljn 2 5 4 1 0 3 6
epaplnj 2 5 4 1 0 6 3
epapjln 2 5 4 1 3 0 6
epapjnl 2 5 4 1 3 6 0
epapnlj 2 5 4 1 6 0 3
epapnjl 2 5 4 1 6 3 0
epajlpn 2 5 4 3 0 1 6
epajlnp 2 5 4 3 0 6 1
epajpln 2 5 4 3 1 0 6
epajpnl 2 5 4 3 1 6 0
epajnlp 2 5 4 3 6 0 1
epajnpl 2 5 4 3 6 1 0
epanlpj 2 5 4 6 0 1 3
epanljp 2 5 4 6 0 3 1
epanplj 2 5 4 6 1 0 3
epanpjl 2 5 4 6 1 3 0
epanjlp 2 5 4 6 3 0 1
epanjpl 2 5 4 6 3 1 0
epnlpja 2 5 6 0 1 3 4
epnlpaj 2 5 6 0 1 4 3
epnljpa 2 5 6 0 3 1 4
epnljap 2 5 6 0 3 4 1
epnlapj 2 5 6 0 4 1 3
epnlajp 2 5 6 0 4 3 1
epnplja 2 5 6 1 0 3 4
epnplaj 2 5 6 1 0 4 3
epnpjla 2 5 6 1 3 0 4
epnpjal 2 5 6 1 3 4 0
epnpalj 2 5 6 1 4 0 3
epnpajl 2 5 6 1 4 3 0
epnjlpa 2 5 6 3 0 1 4
epnjlap 2 5 6 3 0 4 1
epnjpla 2 5 6 3 1 0 4
epnjpal 2 5 6 3 1 4 0
epnjalp 2 5 6 3 4 0 1
epnjapl 2 5 6 3 4 1 0
epnalpj 2 5 6 4 0 1 3
epnaljp 2 5 6 4 0 3 1
epnaplj 2 5 6 4 1 0 3
epnapjl 2 5 6 4 1 3 0
epnajlp 2 5 6 4 3 0 1
epnajpl 2 5 6 4 3 1 0
enlpjap 2 6 0 1 3 4 5
enlpjpa 2 6 0 1 3 5 4
enlpajp 2 6 0 1 4 3 5
enlpapj 2 6 0 1 4 5 3
enlppja 2 6 0 1 5 3 4
enlppaj 2 6 0 1 5 4 3
enljpap 2 6 0 3 1 4 5
enljppa 2 6 0 3 1 5 4
enljapp 2 6 0 3 4 1 5
enljapp 2 6 0 3 4 5 1
enljppa 2 6 0 3 5 1 4
enljpap 2 6 0 3 5 4 1
enlapjp 2 6 0 4 1 3 5
enlappj 2 6 0 4 1 5 3
enlajpp 2 6 0 4 3 1 5
enlajpp 2 6 0 4 3 5 1
enlappj 2 6 0 4 5 1 3
enlapjp 2 6 0 4 5 3 1
enlppja 2 6 0 5 1 3 4
enlppaj 2 6 0 5 1 4 3
enlpjpa 2 6 0 5 3 1 4
enlpjap 2 6 0 5 3 4 1
enlpapj 2 6 0 5 4 1 3
enlpajp 2 6 0 5 4 3 1
enpljap 2 6 1 0 3 4 5
enpljpa 2 6 1 0 3 5 4
enplajp 2 6 1 0 4 3 5
enplapj 2 6 1 0 4 5 3
enplpja 2 6 1 0 5 3 4
enplpaj 2 6 1 0 5 4 3
enpjlap 2 6 1 3 0 4 5
enpjlpa 2 6 1 3 0 5 4
enpjalp 2 6 1 3 4 0 5
enpjapl 2 6 1 3 4 5 0
enpjpla 2 6 1 3 5 0 4
enpjpal 2 6 1 3 5 4 0
enpaljp 2 6 1 4 0 3 5
enpalpj 2 6 1 4 0 5 3
enpajlp 2 6 1 4 3 0 5
enpajpl 2 6 1 4 3 5 0
enpaplj 2 6 1 4 5 0 3
enpapjl 2 6 1 4 5 3 0
enpplja 2 6 1 5 0 3 4
enpplaj 2 6 1 5 0 4 3
enppjla 2 6 1 5 3 0 4
enppjal 2 6 1 5 3 4 0
enppalj 2 6 1 5 4 0 3
enppajl 2 6 1 5 4 3 0
enjlpap 2 6 3 0 1 4 5
enjlppa 2 6 3 0 1 5 4
