Shift: 16
qujofus 0 1 2 3 4 5 6
usjuqof 1 6 2 5 0 3 4
usjuqfo 1 6 2 5 0 4 3
usjuoqf 1 6 2 5 3 0 4
usjuofq 1 6 2 5 3 4 0
usjufqo 1 6 2 5 4 0 3
usjufoq 1 6 2 5 4 3 0
usoqjfu 1 6 3 0 2 4 5
usoqjuf 1 6 3 0 2 5 4
usoqfju 1 6 3 0 4 2 5
usoqfuj 1 6 3 0 4 5 2
usoqujf 1 6 3 0 5 2 4
usoqufj 1 6 3 0 5 4 2
usojqfu 1 6 3 2 0 4 5
usojquf 1 6 3 2 0 5 4
usojfqu 1 6 3 2 4 0 5
usojfuq 1 6 3 2 4 5 0
usojuqf 1 6 3 2 5 0 4
usojufq 1 6 3 2 5 4 0
usofqju 1 6 3 4 0 2 5
usofquj 1 6 3 4 0 5 2
usofjqu 1 6 3 4 2 0 5
usofjuq 1 6 3 4 2 5 0
usofuqj 1 6 3 4 5 0 2
usofujq 1 6 3 4 5 2 0
usouqjf 1 6 3 5 0 2 4
usouqfj 1 6 3 5 0 4 2
usoujqf 1 6 3 5 2 0 4
usoujfq 1 6 3 5 2 4 0
usoufqj 1 6 3 5 4 0 2
usoufjq 1 6 3 5 4 2 0
usfqjou 1 6 4 0 2 3 5
usfqjuo 1 6 4 0 2 5 3
usfqoju 1 6 4 0 3 2 5
usfqouj 1 6 4 0 3 5 2
usfqujo 1 6 4 0 5 2 3
usfquoj 1 6 4 0 5 3 2
usfjqou 1 6 4 2 0 3 5
usfjquo 1 6 4 2 0 5 3
usfjoqu 1 6 4 2 3 0 5
usfjouq 1 6 4 2 3 5 0
usfjuqo 1 6 4 2 5 0 3
usfjuoq 1 6 4 2 5 3 0
usfoqju 1 6 4 3 0 2 5
usfoquj 1 6 4 3 0 5 2
usfojqu 1 6 4 3 2 0 5
usfojuq 1 6 4 3 2 5 0
usfouqj 1 6 4 3 5 0 2
usfoujq 1 6 4 3 5 2 0
usfuqjo 1 6 4 5 0 2 3
usfuqoj 1 6 4 5 0 3 2
usfujqo 1 6 4 5 2 0 3
usfujoq 1 6 4 5 2 3 0
usfuoqj 1 6 4 5 3 0 2
usfuojq 1 6 4 5 3 2 0
usuqjof 1 6 5 0 2 3 4
usuqjfo 1 6 5 0 2 4 3
usuqojf 1 6 5 0 3 2 4
usuqofj 1 6 5 0 3 4 2
usuqfjo 1 6 5 0 4 2 3
usuqfoj 1 6 5 0 4 3 2
usujqof 1 6 5 2 0 3 4
usujqfo 1 6 5 2 0 4 3
usujoqf 1 6 5 2 3 0 4
usujofq 1 6 5 2 3 4 0
usujfqo 1 6 5 2 4 0 3
usujfoq 1 6 5 2 4 3 0
usuoqjf 1 6 5 3 0 2 4
usuoqfj 1 6 5 3 0 4 2
usuojqf 1 6 5 3 2 0 4
usuojfq 1 6 5 3 2 4 0
usuofqj 1 6 5 3 4 0 2
usuofjq 1 6 5 3 4 2 0
usufqjo 1 6 5 4 0 2 3
usufqoj 1 6 5 4 0 3 2
usufjqo 1 6 5 4 2 0 3
usufjoq 1 6 5 4 2 3 0
usufoqj 1 6 5 4 3 0 2
usufojq 1 6 5 4 3 2 0
jquofus 2 0 1 3 4 5 6
jquofsu 2 0 1 3 4 6 5
jquoufs 2 0 1 3 5 4 6
jquousf 2 0 1 3 5 6 4
jquosfu 2 0 1 3 6 4 5
jquosuf 2 0 1 3 6 5 4
jqufous 2 0 1 4 3 5 6
jqufosu 2 0 1 4 3 6 5
jqufuos 2 0 1 4 5 3 6
jqufuso 2 0 1 4 5 6 3
jqufsou 2 0 1 4 6 3 5
jqufsuo 2 0 1 4 6 5 3
jquuofs 2 0 1 5 3 4 6
jquuosf 2 0 1 5 3 6 4
jquufos 2 0 1 5 4 3 6
jquufso 2 0 1 5 4 6 3
jquusof 2 0 1 5 6 3 4
jquusfo 2 0 1 5 6 4 3
jqusofu 2 0 1 6 3 4 5
jqusouf 2 0 1 6 3 5 4
jqusfou 2 0 1 6 4 3 5
jqusfuo 2 0 1 6 4 5 3
jqusuof 2 0 1 6 5 3 4
jqusufo 2 0 1 6 5 4 3
jqoufus 2 0 3 1 4 5 6
jqoufsu 2 0 3 1 4 6 5
jqouufs 2 0 3 1 5 4 6
jqouusf 2 0 3 1 5 6 4
jqousfu 2 0 3 1 6 4 5
jqousuf 2 0 3 1 6 5 4
jqofuus 2 0 3 4 1 5 6
jqofusu 2 0 3 4 1 6 5
jqofuus 2 0 3 4 5 1 6
jqofusu 2 0 3 4 5 6 1
jqofsuu 2 0 3 4 6 1 5
jqofsuu 2 0 3 4 6 5 1
jqouufs 2 0 3 5 1 4 6
jqouusf 2 0 3 5 1 6 4
jqoufus 2 0 3 5 4 1 6
jqoufsu 2 0 3 5 4 6 1
jqousuf 2 0 3 5 6 1 4
jqousfu 2 0 3 5 6 4 1
jqosufu 2 0 3 6 1 4 5
jqosuuf 2 0 3 6 1 5 4
jqosfuu 2 0 3 6 4 1 5
jqosfuu 2 0 3 6 4 5 1
jqosuuf 2 0 3 6 5 1 4
jqosufu 2 0 3 6 5 4 1
jqfuous 2 0 4 1 3 5 6
jqfuosu 2 0 4 1 3 6 5
jqfuuos 2 0 4 1 5 3 6
jqfuuso 2 0 4 1 5 6 3
jqfusou 2 0 4 1 6 3 5
jqfusuo 2 0 4 1 6 5 3
jqfouus 2 0 4 3 1 5 6
jqfousu 2 0 4 3 1 6 5
jqfouus 2 0 4 3 5 1 6
jqfousu 2 0 4 3 5 6 1
jqfosuu 2 0 4 3 6 1 5
jqfosuu 2 0 4 3 6 5 1
jqfuuos 2 0 4 5 1 3 6
jqfuuso 2 0 4 5 1 6 3
jqfuous 2 0 4 5 3 1 6
jqfuosu 2 0 4 5 3 6 1
jqfusuo 2 0 4 5 6 1 3
jqfusou 2 0 4 5 6 3 1
jqfsuou 2 0 4 6 1 3 5
jqfsuuo 2 0 4 6 1 5 3
jqfsouu 2 0 4 6 3 1 5
jqfsouu 2 0 4 6 3 5 1
jqfsuuo 2 0 4 6 5 1 3
jqfsuou 2 0 4 6 5 3 1
jquuofs 2 0 5 1 3 4 6
jquuosf 2 0 5 1 3 6 4
jquufos 2 0 5 1 4 3 6
jquufso 2 0 5 1 4 6 3
jquusof 2 0 5 1 6 3 4
jquusfo 2 0 5 1 6 4 3
jquoufs 2 0 5 3 1 4 6
jquousf 2 0 5 3 1 6 4
jquofus 2 0 5 3 4 1 6
jquofsu 2 0 5 3 4 6 1
jquosuf 2 0 5 3 6 1 4
jquosfu 2 0 5 3 6 4 1
jqufuos 2 0 5 4 1 3 6
jqufuso 2 0 5 4 1 6 3
jqufous 2 0 5 4 3 1 6
jqufosu 2 0 5 4 3 6 1
jqufsuo 2 0 5 4 6 1 3
jqufsou 2 0 5 4 6 3 1
jqusuof 2 0 5 6 1 3 4
jqusufo 2 0 5 6 1 4 3
jqusouf 2 0 5 6 3 1 4
jqusofu 2 0 5 6 3 4 1
jqusfuo 2 0 5 6 4 1 3
jqusfou 2 0 5 6 4 3 1
jqsuofu 2 0 6 1 3 4 5
jqsuouf 2 0 6 1 3 5 4
jqsufou 2 0 6 1 4 3 5
jqsufuo 2 0 6 1 4 5 3
jqsuuof 2 0 6 1 5 3 4
jqsuufo 2 0 6 1 5 4 3
jqsoufu 2 0 6 3 1 4 5
jqsouuf 2 0 6 3 1 5 4
jqsofuu 2 0 6 3 4 1 5
jqsofuu 2 0 6 3 4 5 1
jqsouuf 2 0 6 3 5 1 4
jqsoufu 2 0 6 3 5 4 1
jqsfuou 2 0 6 4 1 3 5
jqsfuuo 2 0 6 4 1 5 3
jqsfouu 2 0 6 4 3 1 5
jqsfouu 2 0 6 4 3 5 1
jqsfuuo 2 0 6 4 5 1 3
jqsfuou 2 0 6 4 5 3 1
jqsuuof 2 0 6 5 1 3 4
jqsuufo 2 0 6 5 1 4 3
jqsuouf 2 0 6 5 3 1 4
jqsuofu 2 0 6 5 3 4 1
jqsufuo 2 0 6 5 4 1 3
jqsufou 2 0 6 5 4 3 1
juqofus 2 1 0 3 4 5 6
juqofsu 2 1 0 3 4 6 5
juqoufs 2 1 0 3 5 4 6
juqousf 2 1 0 3 5 6 4
juqosfu 2 1 0 3 6 4 5
juqosuf 2 1 0 3 6 5 4
juqfous 2 1 0 4 3 5 6
juqfosu 2 1 0 4 3 6 5
juqfuos 2 1 0 4 5 3 6
juqfuso 2 1 0 4 5 6 3
juqfsou 2 1 0 4 6 3 5
juqfsuo 2 1 0 4 6 5 3
juquofs 2 1 0 5 3 4 6
juquosf 2 1 0 5 3 6 4
juqufos 2 1 0 5 4 3 6
juqufso 2 1 0 5 4 6 3
juqusof 2 1 0 5 6 3 4
juqusfo 2 1 0 5 6 4 3
juqsofu 2 1 0 6 3 4 5
juqsouf 2 1 0 6 3 5 4
juqsfou 2 1 0 6 4 3 5
juqsfuo 2 1 0 6 4 5 3
juqsuof 2 1 0 6 5 3 4
juqsufo 2 1 0 6 5 4 3
juoqfus 2 1 3 0 4 5 6
juoqfsu 2 1 3 0 4 6 5
juoqufs 2 1 3 0 5 4 6
juoqusf 2 1 3 0 5 6 4
juoqsfu 2 1 3 0 6 4 5
juoqsuf 2 1 3 0 6 5 4
juofqus 2 1 3 4 0 5 6
juofqsu 2 1 3 4 0 6 5
juofuqs 2 1 3 4 5 0 6
juofusq 2 1 3 4 5 6 0
juofsqu 2 1 3 4 6 0 5
juofsuq 2 1 3 4 6 5 0
juouqfs 2 1 3 5 0 4 6
juouqsf 2 1 3 5 0 6 4
juoufqs 2 1 3 5 4 0 6
juoufsq 2 1 3 5 4 6 0
juousqf 2 1 3 5 6 0 4
juousfq 2 1 3 5 6 4 0
juosqfu 2 1 3 6 0 4 5
juosquf 2 1 3 6 0 5 4
juosfqu 2 1 3 6 4 0 5
juosfuq 2 1 3 6 4 5 0
juosuqf 2 1 3 6 5 0 4
juosufq 2 1 3 6 5 4 0
jufqous 2 1 4 0 3 5 6
jufqosu 2 1 4 0 3 6 5
jufquos 2 1 4 0 5 3 6
jufquso 2 1 4 0 5 6 3
jufqsou 2 1 4 0 6 3 5
jufqsuo 2 1 4 0 6 5 3
jufoqus 2 1 4 3 0 5 6
jufoqsu 2 1 4 3 0 6 5
jufouqs 2 1 4 3 5 0 6
jufousq 2 1 4 3 5 6 0
jufosqu 2 1 4 3 6 0 5
jufosuq 2 1 4 3 6 5 0
jufuqos 2 1 4 5 0 3 6
jufuqso 2 1 4 5 0 6 3
jufuoqs 2 1 4 5 3 0 6
jufuosq 2 1 4 5 3 6 0
jufusqo 2 1 4 5 6 0 3
jufusoq 2 1 4 5 6 3 0
jufsqou 2 1 4 6 0 3 5
jufsquo 2 1 4 6 0 5 3
jufsoqu 2 1 4 6 3 0 5
jufsouq 2 1 4 6 3 5 0
jufsuqo 2 1 4 6 5 0 3
jufsuoq 2 1 4 6 5 3 0
juuqofs 2 1 5 0 3 4 6
juuqosf 2 1 5 0 3 6 4
juuqfos 2 1 5 0 4 3 6
juuqfso 2 1 5 0 4 6 3
juuqsof 2 1 5 0 6 3 4
juuqsfo 2 1 5 0 6 4 3
juuoqfs 2 1 5 3 0 4 6
juuoqsf 2 1 5 3 0 6 4
juuofqs 2 1 5 3 4 0 6
juuofsq 2 1 5 3 4 6 0
juuosqf 2 1 5 3 6 0 4
juuosfq 2 1 5 3 6 4 0
juufqos 2 1 5 4 0 3 6
juufqso 2 1 5 4 0 6 3
juufoqs 2 1 5 4 3 0 6
juufosq 2 1 5 4 3 6 0
juufsqo 2 1 5 4 6 0 3
juufsoq 2 1 5 4 6 3 0
juusqof 2 1 5 6 0 3 4
juusqfo 2 1 5 6 0 4 3
juusoqf 2 1 5 6 3 0 4
juusofq 2 1 5 6 3 4 0
juusfqo 2 1 5 6 4 0 3
juusfoq 2 1 5 6 4 3 0
jusqofu 2 1 6 0 3 4 5
jusqouf 2 1 6 0 3 5 4
jusqfou 2 1 6 0 4 3 5
jusqfuo 2 1 6 0 4 5 3
jusquof 2 1 6 0 5 3 4
jusqufo 2 1 6 0 5 4 3
jusoqfu 2 1 6 3 0 4 5
jusoquf 2 1 6 3 0 5 4
jusofqu 2 1 6 3 4 0 5
jusofuq 2 1 6 3 4 5 0
jusouqf 2 1 6 3 5 0 4
jusoufq 2 1 6 3 5 4 0
jusfqou 2 1 6 4 0 3 5
jusfquo 2 1 6 4 0 5 3
jusfoqu 2 1 6 4 3 0 5
jusfouq 2 1 6 4 3 5 0
jusfuqo 2 1 6 4 5 0 3
jusfuoq 2 1 6 4 5 3 0
jusuqof 2 1 6 5 0 3 4
jusuqfo 2 1 6 5 0 4 3
jusuoqf 2 1 6 5 3 0 4
jusuofq 2 1 6 5 3 4 0
jusufqo 2 1 6 5 4 0 3
jusufoq 2 1 6 5 4 3 0
joqufus 2 3 0 1 4 5 6
joqufsu 2 3 0 1 4 6 5
joquufs 2 3 0 1 5 4 6
joquusf 2 3 0 1 5 6 4
joqusfu 2 3 0 1 6 4 5
joqusuf 2 3 0 1 6 5 4
joqfuus 2 3 0 4 1 5 6
joqfusu 2 3 0 4 1 6 5
joqfuus 2 3 0 4 5 1 6
joqfusu 2 3 0 4 5 6 1
joqfsuu 2 3 0 4 6 1 5
joqfsuu 2 3 0 4 6 5 1
joquufs 2 3 0 5 1 4 6
joquusf 2 3 0 5 1 6 4
joqufus 2 3 0 5 4 1 6
joqufsu 2 3 0 5 4 6 1
joqusuf 2 3 0 5 6 1 4
joqusfu 2 3 0 5 6 4 1
joqsufu 2 3 0 6 1 4 5
joqsuuf 2 3 0 6 1 5 4
joqsfuu 2 3 0 6 4 1 5
joqsfuu 2 3 0 6 4 5 1
joqsuuf 2 3 0 6 5 1 4
joqsufu 2 3 0 6 5 4 1
jouqfus 2 3 1 0 4 5 6
jouqfsu 2 3 1 0 4 6 5
jouqufs 2 3 1 0 5 4 6
jouqusf 2 3 1 0 5 6 4
jouqsfu 2 3 1 0 6 4 5
jouqsuf 2 3 1 0 6 5 4
joufqus 2 3 1 4 0 5 6
joufqsu 2 3 1 4 0 6 5
joufuqs 2 3 1 4 5 0 6
joufusq 2 3 1 4 5 6 0
joufsqu 2 3 1 4 6 0 5
joufsuq 2 3 1 4 6 5 0
jouuqfs 2 3 1 5 0 4 6
jouuqsf 2 3 1 5 0 6 4
jouufqs 2 3 1 5 4 0 6
jouufsq 2 3 1 5 4 6 0
jouusqf 2 3 1 5 6 0 4
jouusfq 2 3 1 5 6 4 0
jousqfu 2 3 1 6 0 4 5
jousquf 2 3 1 6 0 5 4
jousfqu 2 3 1 6 4 0 5
jousfuq 2 3 1 6 4 5 0
jousuqf 2 3 1 6 5 0 4
jousufq 2 3 1 6 5 4 0
jofquus 2 3 4 0 1 5 6
jofqusu 2 3 4 0 1 6 5
jofquus 2 3 4 0 5 1 6
jofqusu 2 3 4 0 5 6 1
jofqsuu 2 3 4 0 6 1 5
jofqsuu 2 3 4 0 6 5 1
jofuqus 2 3 4 1 0 5 6
jofuqsu 2 3 4 1 0 6 5
jofuuqs 2 3 4 1 5 0 6
jofuusq 2 3 4 1 5 6 0
jofusqu 2 3 4 1 6 0 5
jofusuq 2 3 4 1 6 5 0
jofuqus 2 3 4 5 0 1 6
jofuqsu 2 3 4 5 0 6 1
jofuuqs 2 3 4 5 1 0 6
jofuusq 2 3 4 5 1 6 0
jofusqu 2 3 4 5 6 0 1
jofusuq 2 3 4 5 6 1 0
jofsquu 2 3 4 6 0 1 5
jofsquu 2 3 4 6 0 5 1
jofsuqu 2 3 4 6 1 0 5
jofsuuq 2 3 4 6 1 5 0
jofsuqu 2 3 4 6 5 0 1
jofsuuq 2 3 4 6 5 1 0
jouqufs 2 3 5 0 1 4 6
jouqusf 2 3 5 0 1 6 4
jouqfus 2 3 5 0 4 1 6
jouqfsu 2 3 5 0 4 6 1
jouqsuf 2 3 5 0 6 1 4
jouqsfu 2 3 5 0 6 4 1
jouuqfs 2 3 5 1 0 4 6
jouuqsf 2 3 5 1 0 6 4
jouufqs 2 3 5 1 4 0 6
jouufsq 2 3 5 1 4 6 0
jouusqf 2 3 5 1 6 0 4
jouusfq 2 3 5 1 6 4 0
joufqus 2 3 5 4 0 1 6
joufqsu 2 3 5 4 0 6 1
joufuqs 2 3 5 4 1 0 6
joufusq 2 3 5 4 1 6 0
joufsqu 2 3 5 4 6 0 1
joufsuq 2 3 5 4 6 1 0
jousquf 2 3 5 6 0 1 4
jousqfu 2 3 5 6 0 4 1
jousuqf 2 3 5 6 1 0 4
jousufq 2 3 5 6 1 4 0
jousfqu 2 3 5 6 4 0 1
jousfuq 2 3 5 6 4 1 0
josqufu 2 3 6 0 1 4 5
josquuf 2 3 6 0 1 5 4
josqfuu 2 3 6 0 4 1 5
josqfuu 2 3 6 0 4 5 1
josquuf 2 3 6 0 5 1 4
josqufu 2 3 6 0 5 4 1
josuqfu 2 3 6 1 0 4 5
josuquf 2 3 6 1 0 5 4
josufqu 2 3 6 1 4 0 5
josufuq 2 3 6 1 4 5 0
josuuqf 2 3 6 1 5 0 4
josuufq 2 3 6 1 5 4 0
josfquu 2 3 6 4 0 1 5
josfquu 2 3 6 4 0 5 1
josfuqu 2 3 6 4 1 0 5
josfuuq 2 3 6 4 1 5 0
josfuqu 2 3 6 4 5 0 1
josfuuq 2 3 6 4 5 1 0
josuquf 2 3 6 5 0 1 4
josuqfu 2 3 6 5 0 4 1
josuuqf 2 3 6 5 1 0 4
josuufq 2 3 6 5 1 4 0
josufqu 2 3 6 5 4 0 1
josufuq 2 3 6 5 4 1 0
jfquous 2 4 0 1 3 5 6
jfquosu 2 4 0 1 3 6 5
jfquuos 2 4 0 1 5 3 6
jfquuso 2 4 0 1 5 6 3
jfqusou 2 4 0 1 6 3 5
jfqusuo 2 4 0 1 6 5 3
jfqouus 2 4 0 3 1 5 6
jfqousu 2 4 0 3 1 6 5
jfqouus 2 4 0 3 5 1 6
jfqousu 2 4 0 3 5 6 1
jfqosuu 2 4 0 3 6 1 5
jfqosuu 2 4 0 3 6 5 1
jfquuos 2 4 0 5 1 3 6
jfquuso 2 4 0 5 1 6 3
jfquous 2 4 0 5 3 1 6
jfquosu 2 4 0 5 3 6 1
jfqusuo 2 4 0 5 6 1 3
jfqusou 2 4 0 5 6 3 1
jfqsuou 2 4 0 6 1 3 5
jfqsuuo 2 4 0 6 1 5 3
jfqsouu 2 4 0 6 3 1 5
jfqsouu 2 4 0 6 3 5 1
jfqsuuo 2 4 0 6 5 1 3
jfqsuou 2 4 0 6 5 3 1
jfuqous 2 4 1 0 3 5 6
jfuqosu 2 4 1 0 3 6 5
jfuquos 2 4 1 0 5 3 6
jfuquso 2 4 1 0 5 6 3
jfuqsou 2 4 1 0 6 3 5
jfuqsuo 2 4 1 0 6 5 3
jfuoqus 2 4 1 3 0 5 6
jfuoqsu 2 4 1 3 0 6 5
jfuouqs 2 4 1 3 5 0 6
jfuousq 2 4 1 3 5 6 0
jfuosqu 2 4 1 3 6 0 5
jfuosuq 2 4 1 3 6 5 0
jfuuqos 2 4 1 5 0 3 6
jfuuqso 2 4 1 5 0 6 3
jfuuoqs 2 4 1 5 3 0 6
jfuuosq 2 4 1 5 3 6 0
jfuusqo 2 4 1 5 6 0 3
jfuusoq 2 4 1 5 6 3 0
jfusqou 2 4 1 6 0 3 5
jfusquo 2 4 1 6 0 5 3
jfusoqu 2 4 1 6 3 0 5
jfusouq 2 4 1 6 3 5 0
jfusuqo 2 4 1 6 5 0 3
jfusuoq 2 4 1 6 5 3 0
jfoquus 2 4 3 0 1 5 6
jfoqusu 2 4 3 0 1 6 5
jfoquus 2 4 3 0 5 1 6
jfoqusu 2 4 3 0 5 6 1
jfoqsuu 2 4 3 0 6 1 5
jfoqsuu 2 4 3 0 6 5 1
jfouqus 2 4 3 1 0 5 6
jfouqsu 2 4 3 1 0 6 5
jfouuqs 2 4 3 1 5 0 6
jfouusq 2 4 3 1 5 6 0
jfousqu 2 4 3 1 6 0 5
jfousuq 2 4 3 1 6 5 0
jfouqus 2 4 3 5 0 1 6
jfouqsu 2 4 3 5 0 6 1
jfouuqs 2 4 3 5 1 0 6
jfouusq 2 4 3 5 1 6 0
jfousqu 2 4 3 5 6 0 1
jfousuq 2 4 3 5 6 1 0
jfosquu 2 4 3 6 0 1 5
jfosquu 2 4 3 6 0 5 1
jfosuqu 2 4 3 6 1 0 5
jfosuuq 2 4 3 6 1 5 0
jfosuqu 2 4 3 6 5 0 1
jfosuuq 2 4 3 6 5 1 0
jfuquos 2 4 5 0 1 3 6
jfuquso 2 4 5 0 1 6 3
jfuqous 2 4 5 0 3 1 6
jfuqosu 2 4 5 0 3 6 1
jfuqsuo 2 4 5 0 6 1 3
jfuqsou 2 4 5 0 6 3 1
jfuuqos 2 4 5 1 0 3 6
jfuuqso 2 4 5 1 0 6 3
jfuuoqs 2 4 5 1 3 0 6
jfuuosq 2 4 5 1 3 6 0
jfuusqo 2 4 5 1 6 0 3
jfuusoq 2 4 5 1 6 3 0
jfuoqus 2 4 5 3 0 1 6
jfuoqsu 2 4 5 3 0 6 1
jfuouqs 2 4 5 3 1 0 6
jfuousq 2 4 5 3 1 6 0
jfuosqu 2 4 5 3 6 0 1
jfuosuq 2 4 5 3 6 1 0
jfusquo 2 4 5 6 0 1 3
jfusqou 2 4 5 6 0 3 1
jfusuqo 2 4 5 6 1 0 3
jfusuoq 2 4 5 6 1 3 0
jfusoqu 2 4 5 6 3 0 1
jfusouq 2 4 5 6 3 1 0
jfsquou 2 4 6 0 1 3 5
jfsquuo 2 4 6 0 1 5 3
jfsqouu 2 4 6 0 3 1 5
jfsqouu 2 4 6 0 3 5 1
jfsquuo 2 4 6 0 5 1 3
jfsquou 2 4 6 0 5 3 1
jfsuqou 2 4 6 1 0 3 5
jfsuquo 2 4 6 1 0 5 3
jfsuoqu 2 4 6 1 3 0 5
jfsuouq 2 4 6 1 3 5 0
jfsuuqo 2 4 6 1 5 0 3
jfsuuoq 2 4 6 1 5 3 0
jfsoquu 2 4 6 3 0 1 5
jfsoquu 2 4 6 3 0 5 1
jfsouqu 2 4 6 3 1 0 5
jfsouuq 2 4 6 3 1 5 0
jfsouqu 2 4 6 3 5 0 1
jfsouuq 2 4 6 3 5 1 0
jfsuquo 2 4 6 5 0 1 3
jfsuqou 2 4 6 5 0 3 1
jfsuuqo 2 4 6 5 1 0 3
jfsuuoq 2 4 6 5 1 3 0
jfsuoqu 2 4 6 5 3 0 1
jfsuouq 2 4 6 5 3 1 0
juquofs 2 5 0 1 3 4 6
juquosf 2 5 0 1 3 6 4
juqufos 2 5 0 1 4 3 6
juqufso 2 5 0 1 4 6 3
juqusof 2 5 0 1 6 3 4
juqusfo 2 5 0 1 6 4 3
juqoufs 2 5 0 3 1 4 6
juqousf 2 5 0 3 1 6 4
juqofus 2 5 0 3 4 1 6
juqofsu 2 5 0 3 4 6 1
juqosuf 2 5 0 3 6 1 4
juqosfu 2 5 0 3 6 4 1
juqfuos 2 5 0 4 1 3 6
juqfuso 2 5 0 4 1 6 3
juqfous 2 5 0 4 3 1 6
juqfosu 2 5 0 4 3 6 1
juqfsuo 2 5 0 4 6 1 3
juqfsou 2 5 0 4 6 3 1
juqsuof 2 5 0 6 1 3 4
juqsufo 2 5 0 6 1 4 3
juqsouf 2 5 0 6 3 1 4
juqsofu 2 5 0 6 3 4 1
juqsfuo 2 5 0 6 4 1 3
juqsfou 2 5 0 6 4 3 1
juuqofs 2 5 1 0 3 4 6
juuqosf 2 5 1 0 3 6 4
juuqfos 2 5 1 0 4 3 6
juuqfso 2 5 1 0 4 6 3
juuqsof 2 5 1 0 6 3 4
juuqsfo 2 5 1 0 6 4 3
juuoqfs 2 5 1 3 0 4 6
juuoqsf 2 5 1 3 0 6 4
juuofqs 2 5 1 3 4 0 6
juuofsq 2 5 1 3 4 6 0
juuosqf 2 5 1 3 6 0 4
juuosfq 2 5 1 3 6 4 0
juufqos 2 5 1 4 0 3 6
juufqso 2 5 1 4 0 6 3
juufoqs 2 5 1 4 3 0 6
juufosq 2 5 1 4 3 6 0
juufsqo 2 5 1 4 6 0 3
juufsoq 2 5 1 4 6 3 0
juusqof 2 5 1 6 0 3 4
juusqfo 2 5 1 6 0 4 3
juusoqf 2 5 1 6 3 0 4
juusofq 2 5 1 6 3 4 0
juusfqo 2 5 1 6 4 0 3
juusfoq 2 5 1 6 4 3 0
juoqufs 2 5 3 0 1 4 6
juoqusf 2 5 3 0 1 6 4
juoqfus 2 5 3 0 4 1 6
juoqfsu 2 5 3 0 4 6 1
juoqsuf 2 5 3 0 6 1 4
juoqsfu 2 5 3 0 6 4 1
juouqfs 2 5 3 1 0 4 6
juouqsf 2 5 3 1 0 6 4
juoufqs 2 5 3 1 4 0 6
juoufsq 2 5 3 1 4 6 0
juousqf 2 5 3 1 6 0 4
juousfq 2 5 3 1 6 4 0
juofqus 2 5 3 4 0 1 6
juofqsu 2 5 3 4 0 6 1
juofuqs 2 5 3 4 1 0 6
juofusq 2 5 3 4 1 6 0
juofsqu 2 5 3 4 6 0 1
juofsuq 2 5 3 4 6 1 0
juosquf 2 5 3 6 0 1 4
juosqfu 2 5 3 6 0 4 1
juosuqf 2 5 3 6 1 0 4
juosufq 2 5 3 6 1 4 0
juosfqu 2 5 3 6 4 0 1
juosfuq 2 5 3 6 4 1 0
jufquos 2 5 4 0 1 3 6
jufquso 2 5 4 0 1 6 3
jufqous 2 5 4 0 3 1 6
jufqosu 2 5 4 0 3 6 1
jufqsuo 2 5 4 0 6 1 3
jufqsou 2 5 4 0 6 3 1
jufuqos 2 5 4 1 0 3 6
jufuqso 2 5 4 1 0 6 3
jufuoqs 2 5 4 1 3 0 6
jufuosq 2 5 4 1 3 6 0
jufusqo 2 5 4 1 6 0 3
jufusoq 2 5 4 1 6 3 0
jufoqus 2 5 4 3 0 1 6
jufoqsu 2 5 4 3 0 6 1
jufouqs 2 5 4 3 1 0 6
jufousq 2 5 4 3 1 6 0
jufosqu 2 5 4 3 6 0 1
jufosuq 2 5 4 3 6 1 0
jufsquo 2 5 4 6 0 1 3
jufsqou 2 5 4 6 0 3 1
jufsuqo 2 5 4 6 1 0 3
jufsuoq 2 5 4 6 1 3 0
jufsoqu 2 5 4 6 3 0 1
jufsouq 2 5 4 6 3 1 0
jusquof 2 5 6 0 1 3 4
jusqufo 2 5 6 0 1 4 3
jusqouf 2 5 6 0 3 1 4
jusqofu 2 5 6 0 3 4 1
jusqfuo 2 5 6 0 4 1 3
jusqfou 2 5 6 0 4 3 1
jusuqof 2 5 6 1 0 3 4
jusuqfo 2 5 6 1 0 4 3
jusuoqf 2 5 6 1 3 0 4
jusuofq 2 5 6 1 3 4 0
jusufqo 2 5 6 1 4 0 3
jusufoq 2 5 6 1 4 3 0
jusoquf 2 5 6 3 0 1 4
jusoqfu 2 5 6 3 0 4 1
jusouqf 2 5 6 3 1 0 4
jusoufq 2 5 6 3 1 4 0
jusofqu 2 5 6 3 4 0 1
jusofuq 2 5 6 3 4 1 0
jusfquo 2 5 6 4 0 1 3
jusfqou 2 5 6 4 0 3 1
jusfuqo 2 5 6 4 1 0 3
jusfuoq 2 5 6 4 1 3 0
jusfoqu 2 5 6 4 3 0 1
jusfouq 2 5 6 4 3 1 0
jsquofu 2 6 0 1 3 4 5
jsquouf 2 6 0 1 3 5 4
jsqufou 2 6 0 1 4 3 5
jsqufuo 2 6 0 1 4 5 3
jsquuof 2 6 0 1 5 3 4
jsquufo 2 6 0 1 5 4 3
jsqoufu 2 6 0 3 1 4 5
jsqouuf 2 6 0 3 1 5 4
jsqofuu 2 6 0 3 4 1 5
jsqofuu 2 6 0 3 4 5 1
jsqouuf 2 6 0 3 5 1 4
jsqoufu 2 6 0 3 5 4 1
jsqfuou 2 6 0 4 1 3 5
