Shift: 6
gkzevki 0 1 2 3 4 5 6
kiegkzv 1 6 3 0 5 2 4
kiegkvz 1 6 3 0 5 4 2
kiezgvk 1 6 3 2 0 4 5
kiezgkv 1 6 3 2 0 5 4
kiezvgk 1 6 3 2 4 0 5
kiezvkg 1 6 3 2 4 5 0
kiezkgv 1 6 3 2 5 0 4
kiezkvg 1 6 3 2 5 4 0
kievgzk 1 6 3 4 0 2 5
kievgkz 1 6 3 4 0 5 2
kievzgk 1 6 3 4 2 0 5
kievzkg 1 6 3 4 2 5 0
kievkgz 1 6 3 4 5 0 2
kievkzg 1 6 3 4 5 2 0
kiekgzv 1 6 3 5 0 2 4
kiekgvz 1 6 3 5 0 4 2
kiekzgv 1 6 3 5 2 0 4
kiekzvg 1 6 3 5 2 4 0
kiekvgz 1 6 3 5 4 0 2
kiekvzg 1 6 3 5 4 2 0
kivgzek 1 6 4 0 2 3 5
kivgzke 1 6 4 0 2 5 3
kivgezk 1 6 4 0 3 2 5
kivgekz 1 6 4 0 3 5 2
kivgkze 1 6 4 0 5 2 3
kivgkez 1 6 4 0 5 3 2
kivzgek 1 6 4 2 0 3 5
kivzgke 1 6 4 2 0 5 3
kivzegk 1 6 4 2 3 0 5
kivzekg 1 6 4 2 3 5 0
kivzkge 1 6 4 2 5 0 3
kivzkeg 1 6 4 2 5 3 0
kivegzk 1 6 4 3 0 2 5
kivegkz 1 6 4 3 0 5 2
kivezgk 1 6 4 3 2 0 5
kivezkg 1 6 4 3 2 5 0
kivekgz 1 6 4 3 5 0 2
kivekzg 1 6 4 3 5 2 0
kivkgze 1 6 4 5 0 2 3
kivkgez 1 6 4 5 0 3 2
kivkzge 1 6 4 5 2 0 3
kivkzeg 1 6 4 5 2 3 0
kivkegz 1 6 4 5 3 0 2
kivkezg 1 6 4 5 3 2 0
kikgzev 1 6 5 0 2 3 4
kikgzve 1 6 5 0 2 4 3
kikgezv 1 6 5 0 3 2 4
kikgevz 1 6 5 0 3 4 2
kikgvze 1 6 5 0 4 2 3
kikgvez 1 6 5 0 4 3 2
kikzgev 1 6 5 2 0 3 4
kikzgve 1 6 5 2 0 4 3
kikzegv 1 6 5 2 3 0 4
kikzevg 1 6 5 2 3 4 0
kikzvge 1 6 5 2 4 0 3
kikzveg 1 6 5 2 4 3 0
kikegzv 1 6 5 3 0 2 4
kikegvz 1 6 5 3 0 4 2
kikezgv 1 6 5 3 2 0 4
kikezvg 1 6 5 3 2 4 0
kikevgz 1 6 5 3 4 0 2
kikevzg 1 6 5 3 4 2 0
kikvgze 1 6 5 4 0 2 3
kikvgez 1 6 5 4 0 3 2
kikvzge 1 6 5 4 2 0 3
kikvzeg 1 6 5 4 2 3 0
kikvegz 1 6 5 4 3 0 2
kikvezg 1 6 5 4 3 2 0
zgkevki 2 0 1 3 4 5 6
zgkevik 2 0 1 3 4 6 5
zgkekvi 2 0 1 3 5 4 6
zgkekiv 2 0 1 3 5 6 4
zgkeivk 2 0 1 3 6 4 5
zgkeikv 2 0 1 3 6 5 4
zgkveki 2 0 1 4 3 5 6
zgkveik 2 0 1 4 3 6 5
zgkvkei 2 0 1 4 5 3 6
zgkvkie 2 0 1 4 5 6 3
zgkviek 2 0 1 4 6 3 5
zgkvike 2 0 1 4 6 5 3
zgkkevi 2 0 1 5 3 4 6
zgkkeiv 2 0 1 5 3 6 4
zgkkvei 2 0 1 5 4 3 6
zgkkvie 2 0 1 5 4 6 3
zgkkiev 2 0 1 5 6 3 4
zgkkive 2 0 1 5 6 4 3
zgkievk 2 0 1 6 3 4 5
zgkiekv 2 0 1 6 3 5 4
zgkivek 2 0 1 6 4 3 5
zgkivke 2 0 1 6 4 5 3
zgkikev 2 0 1 6 5 3 4
zgkikve 2 0 1 6 5 4 3
zgekvki 2 0 3 1 4 5 6
zgekvik 2 0 3 1 4 6 5
zgekkvi 2 0 3 1 5 4 6
zgekkiv 2 0 3 1 5 6 4
zgekivk 2 0 3 1 6 4 5
zgekikv 2 0 3 1 6 5 4
zgevkki 2 0 3 4 1 5 6
zgevkik 2 0 3 4 1 6 5
zgevkki 2 0 3 4 5 1 6
zgevkik 2 0 3 4 5 6 1
zgevikk 2 0 3 4 6 1 5
zgevikk 2 0 3 4 6 5 1
zgekkvi 2 0 3 5 1 4 6
zgekkiv 2 0 3 5 1 6 4
zgekvki 2 0 3 5 4 1 6
zgekvik 2 0 3 5 4 6 1
zgekikv 2 0 3 5 6 1 4
zgekivk 2 0 3 5 6 4 1
zgeikvk 2 0 3 6 1 4 5
zgeikkv 2 0 3 6 1 5 4
zgeivkk 2 0 3 6 4 1 5
zgeivkk 2 0 3 6 4 5 1
zgeikkv 2 0 3 6 5 1 4
zgeikvk 2 0 3 6 5 4 1
zgvkeki 2 0 4 1 3 5 6
zgvkeik 2 0 4 1 3 6 5
zgvkkei 2 0 4 1 5 3 6
zgvkkie 2 0 4 1 5 6 3
zgvkiek 2 0 4 1 6 3 5
zgvkike 2 0 4 1 6 5 3
zgvekki 2 0 4 3 1 5 6
zgvekik 2 0 4 3 1 6 5
zgvekki 2 0 4 3 5 1 6
zgvekik 2 0 4 3 5 6 1
zgveikk 2 0 4 3 6 1 5
zgveikk 2 0 4 3 6 5 1
zgvkkei 2 0 4 5 1 3 6
zgvkkie 2 0 4 5 1 6 3
zgvkeki 2 0 4 5 3 1 6
zgvkeik 2 0 4 5 3 6 1
zgvkike 2 0 4 5 6 1 3
zgvkiek 2 0 4 5 6 3 1
zgvikek 2 0 4 6 1 3 5
zgvikke 2 0 4 6 1 5 3
zgviekk 2 0 4 6 3 1 5
zgviekk 2 0 4 6 3 5 1
zgvikke 2 0 4 6 5 1 3
zgvikek 2 0 4 6 5 3 1
zgkkevi 2 0 5 1 3 4 6
zgkkeiv 2 0 5 1 3 6 4
zgkkvei 2 0 5 1 4 3 6
zgkkvie 2 0 5 1 4 6 3
zgkkiev 2 0 5 1 6 3 4
zgkkive 2 0 5 1 6 4 3
zgkekvi 2 0 5 3 1 4 6
zgkekiv 2 0 5 3 1 6 4
zgkevki 2 0 5 3 4 1 6
zgkevik 2 0 5 3 4 6 1
zgkeikv 2 0 5 3 6 1 4
zgkeivk 2 0 5 3 6 4 1
zgkvkei 2 0 5 4 1 3 6
zgkvkie 2 0 5 4 1 6 3
zgkveki 2 0 5 4 3 1 6
zgkveik 2 0 5 4 3 6 1
zgkvike 2 0 5 4 6 1 3
zgkviek 2 0 5 4 6 3 1
zgkikev 2 0 5 6 1 3 4
zgkikve 2 0 5 6 1 4 3
zgkiekv 2 0 5 6 3 1 4
zgkievk 2 0 5 6 3 4 1
zgkivke 2 0 5 6 4 1 3
zgkivek 2 0 5 6 4 3 1
zgikevk 2 0 6 1 3 4 5
zgikekv 2 0 6 1 3 5 4
zgikvek 2 0 6 1 4 3 5
zgikvke 2 0 6 1 4 5 3
zgikkev 2 0 6 1 5 3 4
zgikkve 2 0 6 1 5 4 3
zgiekvk 2 0 6 3 1 4 5
zgiekkv 2 0 6 3 1 5 4
zgievkk 2 0 6 3 4 1 5
zgievkk 2 0 6 3 4 5 1
zgiekkv 2 0 6 3 5 1 4
zgiekvk 2 0 6 3 5 4 1
zgivkek 2 0 6 4 1 3 5
zgivkke 2 0 6 4 1 5 3
zgivekk 2 0 6 4 3 1 5
zgivekk 2 0 6 4 3 5 1
zgivkke 2 0 6 4 5 1 3
zgivkek 2 0 6 4 5 3 1
zgikkev 2 0 6 5 1 3 4
zgikkve 2 0 6 5 1 4 3
zgikekv 2 0 6 5 3 1 4
zgikevk 2 0 6 5 3 4 1
zgikvke 2 0 6 5 4 1 3
zgikvek 2 0 6 5 4 3 1
zkgevki 2 1 0 3 4 5 6
zkgevik 2 1 0 3 4 6 5
zkgekvi 2 1 0 3 5 4 6
zkgekiv 2 1 0 3 5 6 4
zkgeivk 2 1 0 3 6 4 5
zkgeikv 2 1 0 3 6 5 4
zkgveki 2 1 0 4 3 5 6
zkgveik 2 1 0 4 3 6 5
zkgvkei 2 1 0 4 5 3 6
zkgvkie 2 1 0 4 5 6 3
zkgviek 2 1 0 4 6 3 5
zkgvike 2 1 0 4 6 5 3
zkgkevi 2 1 0 5 3 4 6
zkgkeiv 2 1 0 5 3 6 4
zkgkvei 2 1 0 5 4 3 6
zkgkvie 2 1 0 5 4 6 3
zkgkiev 2 1 0 5 6 3 4
zkgkive 2 1 0 5 6 4 3
zkgievk 2 1 0 6 3 4 5
zkgiekv 2 1 0 6 3 5 4
zkgivek 2 1 0 6 4 3 5
zkgivke 2 1 0 6 4 5 3
zkgikev 2 1 0 6 5 3 4
zkgikve 2 1 0 6 5 4 3
zkegvki 2 1 3 0 4 5 6
zkegvik 2 1 3 0 4 6 5
zkegkvi 2 1 3 0 5 4 6
zkegkiv 2 1 3 0 5 6 4
zkegivk 2 1 3 0 6 4 5
zkegikv 2 1 3 0 6 5 4
zkevgki 2 1 3 4 0 5 6
zkevgik 2 1 3 4 0 6 5
zkevkgi 2 1 3 4 5 0 6
zkevkig 2 1 3 4 5 6 0
zkevigk 2 1 3 4 6 0 5
zkevikg 2 1 3 4 6 5 0
zkekgvi 2 1 3 5 0 4 6
zkekgiv 2 1 3 5 0 6 4
zkekvgi 2 1 3 5 4 0 6
zkekvig 2 1 3 5 4 6 0
zkekigv 2 1 3 5 6 0 4
zkekivg 2 1 3 5 6 4 0
zkeigvk 2 1 3 6 0 4 5
zkeigkv 2 1 3 6 0 5 4
zkeivgk 2 1 3 6 4 0 5
zkeivkg 2 1 3 6 4 5 0
zkeikgv 2 1 3 6 5 0 4
zkeikvg 2 1 3 6 5 4 0
zkvgeki 2 1 4 0 3 5 6
zkvgeik 2 1 4 0 3 6 5
zkvgkei 2 1 4 0 5 3 6
zkvgkie 2 1 4 0 5 6 3
zkvgiek 2 1 4 0 6 3 5
zkvgike 2 1 4 0 6 5 3
zkvegki 2 1 4 3 0 5 6
zkvegik 2 1 4 3 0 6 5
zkvekgi 2 1 4 3 5 0 6
zkvekig 2 1 4 3 5 6 0
zkveigk 2 1 4 3 6 0 5
zkveikg 2 1 4 3 6 5 0
zkvkgei 2 1 4 5 0 3 6
zkvkgie 2 1 4 5 0 6 3
zkvkegi 2 1 4 5 3 0 6
zkvkeig 2 1 4 5 3 6 0
zkvkige 2 1 4 5 6 0 3
zkvkieg 2 1 4 5 6 3 0
zkvigek 2 1 4 6 0 3 5
zkvigke 2 1 4 6 0 5 3
zkviegk 2 1 4 6 3 0 5
zkviekg 2 1 4 6 3 5 0
zkvikge 2 1 4 6 5 0 3
zkvikeg 2 1 4 6 5 3 0
zkkgevi 2 1 5 0 3 4 6
zkkgeiv 2 1 5 0 3 6 4
zkkgvei 2 1 5 0 4 3 6
zkkgvie 2 1 5 0 4 6 3
zkkgiev 2 1 5 0 6 3 4
zkkgive 2 1 5 0 6 4 3
zkkegvi 2 1 5 3 0 4 6
zkkegiv 2 1 5 3 0 6 4
zkkevgi 2 1 5 3 4 0 6
zkkevig 2 1 5 3 4 6 0
zkkeigv 2 1 5 3 6 0 4
zkkeivg 2 1 5 3 6 4 0
zkkvgei 2 1 5 4 0 3 6
zkkvgie 2 1 5 4 0 6 3
zkkvegi 2 1 5 4 3 0 6
zkkveig 2 1 5 4 3 6 0
zkkvige 2 1 5 4 6 0 3
zkkvieg 2 1 5 4 6 3 0
zkkigev 2 1 5 6 0 3 4
zkkigve 2 1 5 6 0 4 3
zkkiegv 2 1 5 6 3 0 4
zkkievg 2 1 5 6 3 4 0
zkkivge 2 1 5 6 4 0 3
zkkiveg 2 1 5 6 4 3 0
zkigevk 2 1 6 0 3 4 5
zkigekv 2 1 6 0 3 5 4
zkigvek 2 1 6 0 4 3 5
zkigvke 2 1 6 0 4 5 3
zkigkev 2 1 6 0 5 3 4
zkigkve 2 1 6 0 5 4 3
zkiegvk 2 1 6 3 0 4 5
zkiegkv 2 1 6 3 0 5 4
zkievgk 2 1 6 3 4 0 5
zkievkg 2 1 6 3 4 5 0
zkiekgv 2 1 6 3 5 0 4
zkiekvg 2 1 6 3 5 4 0
zkivgek 2 1 6 4 0 3 5
zkivgke 2 1 6 4 0 5 3
zkivegk 2 1 6 4 3 0 5
zkivekg 2 1 6 4 3 5 0
zkivkge 2 1 6 4 5 0 3
zkivkeg 2 1 6 4 5 3 0
zkikgev 2 1 6 5 0 3 4
zkikgve 2 1 6 5 0 4 3
zkikegv 2 1 6 5 3 0 4
zkikevg 2 1 6 5 3 4 0
zkikvge 2 1 6 5 4 0 3
zkikveg 2 1 6 5 4 3 0
zegkvki 2 3 0 1 4 5 6
zegkvik 2 3 0 1 4 6 5
zegkkvi 2 3 0 1 5 4 6
zegkkiv 2 3 0 1 5 6 4
zegkivk 2 3 0 1 6 4 5
zegkikv 2 3 0 1 6 5 4
zegvkki 2 3 0 4 1 5 6
zegvkik 2 3 0 4 1 6 5
zegvkki 2 3 0 4 5 1 6
zegvkik 2 3 0 4 5 6 1
zegvikk 2 3 0 4 6 1 5
zegvikk 2 3 0 4 6 5 1
zegkkvi 2 3 0 5 1 4 6
zegkkiv 2 3 0 5 1 6 4
zegkvki 2 3 0 5 4 1 6
zegkvik 2 3 0 5 4 6 1
zegkikv 2 3 0 5 6 1 4
zegkivk 2 3 0 5 6 4 1
zegikvk 2 3 0 6 1 4 5
zegikkv 2 3 0 6 1 5 4
zegivkk 2 3 0 6 4 1 5
zegivkk 2 3 0 6 4 5 1
zegikkv 2 3 0 6 5 1 4
zegikvk 2 3 0 6 5 4 1
zekgvki 2 3 1 0 4 5 6
zekgvik 2 3 1 0 4 6 5
zekgkvi 2 3 1 0 5 4 6
zekgkiv 2 3 1 0 5 6 4
zekgivk 2 3 1 0 6 4 5
zekgikv 2 3 1 0 6 5 4
zekvgki 2 3 1 4 0 5 6
zekvgik 2 3 1 4 0 6 5
zekvkgi 2 3 1 4 5 0 6
zekvkig 2 3 1 4 5 6 0
zekvigk 2 3 1 4 6 0 5
zekvikg 2 3 1 4 6 5 0
zekkgvi 2 3 1 5 0 4 6
zekkgiv 2 3 1 5 0 6 4
zekkvgi 2 3 1 5 4 0 6
zekkvig 2 3 1 5 4 6 0
zekkigv 2 3 1 5 6 0 4
zekkivg 2 3 1 5 6 4 0
zekigvk 2 3 1 6 0 4 5
zekigkv 2 3 1 6 0 5 4
zekivgk 2 3 1 6 4 0 5
zekivkg 2 3 1 6 4 5 0
zekikgv 2 3 1 6 5 0 4
zekikvg 2 3 1 6 5 4 0
zevgkki 2 3 4 0 1 5 6
zevgkik 2 3 4 0 1 6 5
zevgkki 2 3 4 0 5 1 6
zevgkik 2 3 4 0 5 6 1
zevgikk 2 3 4 0 6 1 5
zevgikk 2 3 4 0 6 5 1
zevkgki 2 3 4 1 0 5 6
zevkgik 2 3 4 1 0 6 5
zevkkgi 2 3 4 1 5 0 6
zevkkig 2 3 4 1 5 6 0
zevkigk 2 3 4 1 6 0 5
zevkikg 2 3 4 1 6 5 0
zevkgki 2 3 4 5 0 1 6
zevkgik 2 3 4 5 0 6 1
zevkkgi 2 3 4 5 1 0 6
zevkkig 2 3 4 5 1 6 0
zevkigk 2 3 4 5 6 0 1
zevkikg 2 3 4 5 6 1 0
zevigkk 2 3 4 6 0 1 5
zevigkk 2 3 4 6 0 5 1
zevikgk 2 3 4 6 1 0 5
zevikkg 2 3 4 6 1 5 0
zevikgk 2 3 4 6 5 0 1
zevikkg 2 3 4 6 5 1 0
zekgkvi 2 3 5 0 1 4 6
zekgkiv 2 3 5 0 1 6 4
zekgvki 2 3 5 0 4 1 6
zekgvik 2 3 5 0 4 6 1
zekgikv 2 3 5 0 6 1 4
zekgivk 2 3 5 0 6 4 1
zekkgvi 2 3 5 1 0 4 6
zekkgiv 2 3 5 1 0 6 4
zekkvgi 2 3 5 1 4 0 6
zekkvig 2 3 5 1 4 6 0
zekkigv 2 3 5 1 6 0 4
zekkivg 2 3 5 1 6 4 0
zekvgki 2 3 5 4 0 1 6
zekvgik 2 3 5 4 0 6 1
zekvkgi 2 3 5 4 1 0 6
zekvkig 2 3 5 4 1 6 0
zekvigk 2 3 5 4 6 0 1
zekvikg 2 3 5 4 6 1 0
zekigkv 2 3 5 6 0 1 4
zekigvk 2 3 5 6 0 4 1
zekikgv 2 3 5 6 1 0 4
zekikvg 2 3 5 6 1 4 0
zekivgk 2 3 5 6 4 0 1
zekivkg 2 3 5 6 4 1 0
zeigkvk 2 3 6 0 1 4 5
zeigkkv 2 3 6 0 1 5 4
zeigvkk 2 3 6 0 4 1 5
zeigvkk 2 3 6 0 4 5 1
zeigkkv 2 3 6 0 5 1 4
zeigkvk 2 3 6 0 5 4 1
zeikgvk 2 3 6 1 0 4 5
zeikgkv 2 3 6 1 0 5 4
zeikvgk 2 3 6 1 4 0 5
zeikvkg 2 3 6 1 4 5 0
zeikkgv 2 3 6 1 5 0 4
zeikkvg 2 3 6 1 5 4 0
zeivgkk 2 3 6 4 0 1 5
zeivgkk 2 3 6 4 0 5 1
zeivkgk 2 3 6 4 1 0 5
zeivkkg 2 3 6 4 1 5 0
zeivkgk 2 3 6 4 5 0 1
zeivkkg 2 3 6 4 5 1 0
zeikgkv 2 3 6 5 0 1 4
zeikgvk 2 3 6 5 0 4 1
zeikkgv 2 3 6 5 1 0 4
zeikkvg 2 3 6 5 1 4 0
zeikvgk 2 3 6 5 4 0 1
zeikvkg 2 3 6 5 4 1 0
zvgkeki 2 4 0 1 3 5 6
zvgkeik 2 4 0 1 3 6 5
zvgkkei 2 4 0 1 5 3 6
zvgkkie 2 4 0 1 5 6 3
zvgkiek 2 4 0 1 6 3 5
zvgkike 2 4 0 1 6 5 3
zvgekki 2 4 0 3 1 5 6
zvgekik 2 4 0 3 1 6 5
zvgekki 2 4 0 3 5 1 6
zvgekik 2 4 0 3 5 6 1
zvgeikk 2 4 0 3 6 1 5
zvgeikk 2 4 0 3 6 5 1
zvgkkei 2 4 0 5 1 3 6
zvgkkie 2 4 0 5 1 6 3
zvgkeki 2 4 0 5 3 1 6
zvgkeik 2 4 0 5 3 6 1
zvgkike 2 4 0 5 6 1 3
zvgkiek 2 4 0 5 6 3 1
zvgikek 2 4 0 6 1 3 5
zvgikke 2 4 0 6 1 5 3
zvgiekk 2 4 0 6 3 1 5
zvgiekk 2 4 0 6 3 5 1
zvgikke 2 4 0 6 5 1 3
zvgikek 2 4 0 6 5 3 1
zvkgeki 2 4 1 0 3 5 6
zvkgeik 2 4 1 0 3 6 5
zvkgkei 2 4 1 0 5 3 6
zvkgkie 2 4 1 0 5 6 3
zvkgiek 2 4 1 0 6 3 5
zvkgike 2 4 1 0 6 5 3
zvkegki 2 4 1 3 0 5 6
zvkegik 2 4 1 3 0 6 5
zvkekgi 2 4 1 3 5 0 6
zvkekig 2 4 1 3 5 6 0
zvkeigk 2 4 1 3 6 0 5
zvkeikg 2 4 1 3 6 5 0
zvkkgei 2 4 1 5 0 3 6
zvkkgie 2 4 1 5 0 6 3
zvkkegi 2 4 1 5 3 0 6
zvkkeig 2 4 1 5 3 6 0
zvkkige 2 4 1 5 6 0 3
zvkkieg 2 4 1 5 6 3 0
zvkigek 2 4 1 6 0 3 5
zvkigke 2 4 1 6 0 5 3
zvkiegk 2 4 1 6 3 0 5
zvkiekg 2 4 1 6 3 5 0
zvkikge 2 4 1 6 5 0 3
zvkikeg 2 4 1 6 5 3 0
zvegkki 2 4 3 0 1 5 6
zvegkik 2 4 3 0 1 6 5
zvegkki 2 4 3 0 5 1 6
zvegkik 2 4 3 0 5 6 1
zvegikk 2 4 3 0 6 1 5
zvegikk 2 4 3 0 6 5 1
zvekgki 2 4 3 1 0 5 6
zvekgik 2 4 3 1 0 6 5
zvekkgi 2 4 3 1 5 0 6
zvekkig 2 4 3 1 5 6 0
zvekigk 2 4 3 1 6 0 5
zvekikg 2 4 3 1 6 5 0
zvekgki 2 4 3 5 0 1 6
zvekgik 2 4 3 5 0 6 1
zvekkgi 2 4 3 5 1 0 6
zvekkig 2 4 3 5 1 6 0
zvekigk 2 4 3 5 6 0 1
zvekikg 2 4 3 5 6 1 0
zveigkk 2 4 3 6 0 1 5
zveigkk 2 4 3 6 0 5 1
zveikgk 2 4 3 6 1 0 5
zveikkg 2 4 3 6 1 5 0
zveikgk 2 4 3 6 5 0 1
zveikkg 2 4 3 6 5 1 0
zvkgkei 2 4 5 0 1 3 6
zvkgkie 2 4 5 0 1 6 3
zvkgeki 2 4 5 0 3 1 6
zvkgeik 2 4 5 0 3 6 1
zvkgike 2 4 5 0 6 1 3
zvkgiek 2 4 5 0 6 3 1
zvkkgei 2 4 5 1 0 3 6
zvkkgie 2 4 5 1 0 6 3
zvkkegi 2 4 5 1 3 0 6
zvkkeig 2 4 5 1 3 6 0
zvkkige 2 4 5 1 6 0 3
zvkkieg 2 4 5 1 6 3 0
zvkegki 2 4 5 3 0 1 6
zvkegik 2 4 5 3 0 6 1
zvkekgi 2 4 5 3 1 0 6
zvkekig 2 4 5 3 1 6 0
zvkeigk 2 4 5 3 6 0 1
zvkeikg 2 4 5 3 6 1 0
zvkigke 2 4 5 6 0 1 3
zvkigek 2 4 5 6 0 3 1
zvkikge 2 4 5 6 1 0 3
zvkikeg 2 4 5 6 1 3 0
zvkiegk 2 4 5 6 3 0 1
zvkiekg 2 4 5 6 3 1 0
zvigkek 2 4 6 0 1 3 5
zvigkke 2 4 6 0 1 5 3
zvigekk 2 4 6 0 3 1 5
zvigekk 2 4 6 0 3 5 1
zvigkke 2 4 6 0 5 1 3
zvigkek 2 4 6 0 5 3 1
zvikgek 2 4 6 1 0 3 5
zvikgke 2 4 6 1 0 5 3
zvikegk 2 4 6 1 3 0 5
zvikekg 2 4 6 1 3 5 0
zvikkge 2 4 6 1 5 0 3
zvikkeg 2 4 6 1 5 3 0
zviegkk 2 4 6 3 0 1 5
zviegkk 2 4 6 3 0 5 1
zviekgk 2 4 6 3 1 0 5
zviekkg 2 4 6 3 1 5 0
zviekgk 2 4 6 3 5 0 1
zviekkg 2 4 6 3 5 1 0
zvikgke 2 4 6 5 0 1 3
zvikgek 2 4 6 5 0 3 1
zvikkge 2 4 6 5 1 0 3
zvikkeg 2 4 6 5 1 3 0
zvikegk 2 4 6 5 3 0 1
zvikekg 2 4 6 5 3 1 0
zkgkevi 2 5 0 1 3 4 6
zkgkeiv 2 5 0 1 3 6 4
zkgkvei 2 5 0 1 4 3 6
zkgkvie 2 5 0 1 4 6 3
zkgkiev 2 5 0 1 6 3 4
zkgkive 2 5 0 1 6 4 3
zkgekvi 2 5 0 3 1 4 6
zkgekiv 2 5 0 3 1 6 4
zkgevki 2 5 0 3 4 1 6
zkgevik 2 5 0 3 4 6 1
zkgeikv 2 5 0 3 6 1 4
zkgeivk 2 5 0 3 6 4 1
zkgvkei 2 5 0 4 1 3 6
zkgvkie 2 5 0 4 1 6 3
zkgveki 2 5 0 4 3 1 6
zkgveik 2 5 0 4 3 6 1
zkgvike 2 5 0 4 6 1 3
zkgviek 2 5 0 4 6 3 1
zkgikev 2 5 0 6 1 3 4
zkgikve 2 5 0 6 1 4 3
zkgiekv 2 5 0 6 3 1 4
zkgievk 2 5 0 6 3 4 1
zkgivke 2 5 0 6 4 1 3
zkgivek 2 5 0 6 4 3 1
zkkgevi 2 5 1 0 3 4 6
zkkgeiv 2 5 1 0 3 6 4
zkkgvei 2 5 1 0 4 3 6
zkkgvie 2 5 1 0 4 6 3
zkkgiev 2 5 1 0 6 3 4
zkkgive 2 5 1 0 6 4 3
zkkegvi 2 5 1 3 0 4 6
zkkegiv 2 5 1 3 0 6 4
zkkevgi 2 5 1 3 4 0 6
zkkevig 2 5 1 3 4 6 0
zkkeigv 2 5 1 3 6 0 4
zkkeivg 2 5 1 3 6 4 0
zkkvgei 2 5 1 4 0 3 6
zkkvgie 2 5 1 4 0 6 3
zkkvegi 2 5 1 4 3 0 6
zkkveig 2 5 1 4 3 6 0
zkkvige 2 5 1 4 6 0 3
zkkvieg 2 5 1 4 6 3 0
zkkigev 2 5 1 6 0 3 4
zkkigve 2 5 1 6 0 4 3
zkkiegv 2 5 1 6 3 0 4
zkkievg 2 5 1 6 3 4 0
zkkivge 2 5 1 6 4 0 3
zkkiveg 2 5 1 6 4 3 0
zkegkvi 2 5 3 0 1 4 6
zkegkiv 2 5 3 0 1 6 4
zkegvki 2 5 3 0 4 1 6
zkegvik 2 5 3 0 4 6 1
zkegikv 2 5 3 0 6 1 4
zkegivk 2 5 3 0 6 4 1
zkekgvi 2 5 3 1 0 4 6
zkekgiv 2 5 3 1 0 6 4
zkekvgi 2 5 3 1 4 0 6
zkekvig 2 5 3 1 4 6 0
zkekigv 2 5 3 1 6 0 4
zkekivg 2 5 3 1 6 4 0
zkevgki 2 5 3 4 0 1 6
zkevgik 2 5 3 4 0 6 1
zkevkgi 2 5 3 4 1 0 6
zkevkig 2 5 3 4 1 6 0
zkevigk 2 5 3 4 6 0 1
zkevikg 2 5 3 4 6 1 0
zkeigkv 2 5 3 6 0 1 4
zkeigvk 2 5 3 6 0 4 1
zkeikgv 2 5 3 6 1 0 4
zkeikvg 2 5 3 6 1 4 0
zkeivgk 2 5 3 6 4 0 1
zkeivkg 2 5 3 6 4 1 0
zkvgkei 2 5 4 0 1 3 6
zkvgkie 2 5 4 0 1 6 3
zkvgeki 2 5 4 0 3 1 6
zkvgeik 2 5 4 0 3 6 1
zkvgike 2 5 4 0 6 1 3
zkvgiek 2 5 4 0 6 3 1
zkvkgei 2 5 4 1 0 3 6
zkvkgie 2 5 4 1 0 6 3
zkvkegi 2 5 4 1 3 0 6
zkvkeig 2 5 4 1 3 6 0
zkvkige 2 5 4 1 6 0 3
zkvkieg 2 5 4 1 6 3 0
zkvegki 2 5 4 3 0 1 6
zkvegik 2 5 4 3 0 6 1
zkvekgi 2 5 4 3 1 0 6
zkvekig 2 5 4 3 1 6 0
zkveigk 2 5 4 3 6 0 1
zkveikg 2 5 4 3 6 1 0
zkvigke 2 5 4 6 0 1 3
zkvigek 2 5 4 6 0 3 1
zkvikge 2 5 4 6 1 0 3
zkvikeg 2 5 4 6 1 3 0
zkviegk 2 5 4 6 3 0 1
zkviekg 2 5 4 6 3 1 0
zkigkev 2 5 6 0 1 3 4
zkigkve 2 5 6 0 1 4 3
zkigekv 2 5 6 0 3 1 4
zkigevk 2 5 6 0 3 4 1
zkigvke 2 5 6 0 4 1 3
zkigvek 2 5 6 0 4 3 1
zkikgev 2 5 6 1 0 3 4
zkikgve 2 5 6 1 0 4 3
zkikegv 2 5 6 1 3 0 4
zkikevg 2 5 6 1 3 4 0
zkikvge 2 5 6 1 4 0 3
zkikveg 2 5 6 1 4 3 0
zkiegkv 2 5 6 3 0 1 4
zkiegvk 2 5 6 3 0 4 1
zkiekgv 2 5 6 3 1 0 4
zkiekvg 2 5 6 3 1 4 0
zkievgk 2 5 6 3 4 0 1
zkievkg 2 5 6 3 4 1 0
zkivgke 2 5 6 4 0 1 3
zkivgek 2 5 6 4 0 3 1
zkivkge 2 5 6 4 1 0 3
zkivkeg 2 5 6 4 1 3 0
zkivegk 2 5 6 4 3 0 1
zkivekg 2 5 6 4 3 1 0
zigkevk 2 6 0 1 3 4 5
zigkekv 2 6 0 1 3 5 4
zigkvek 2 6 0 1 4 3 5
zigkvke 2 6 0 1 4 5 3
zigkkev 2 6 0 1 5 3 4
zigkkve 2 6 0 1 5 4 3
zigekvk 2 6 0 3 1 4 5
zigekkv 2 6 0 3 1 5 4
zigevkk 2 6 0 3 4 1 5
zigevkk 2 6 0 3 4 5 1
zigekkv 2 6 0 3 5 1 4
zigekvk 2 6 0 3 5 4 1
zigvkek 2 6 0 4 1 3 5
zigvkke 2 6 0 4 1 5 3
zigvekk 2 6 0 4 3 1 5
zigvekk 2 6 0 4 3 5 1
